run_id,evaluation_scope,true_label,batch,stream_id,source_path,source_bytes,source_sha256,source_manifest_path,source_manifest_sha256,windows
test-primary-F1-r05,primary,F1,5,71004,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r05.csv,3818514,2f1702b1da7434468756288390eca981a63f2a0e8c067d7f03432a9193a2a824,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r05.manifest.json,718605ea0fbc7b2a4c1ed2ff0737fe20ef66719dfbc5ef807cf93d2eaf81c3b0,8
test-primary-F1-r06,primary,F1,6,71005,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r06.csv,3817706,75999b9b6fcb877a4601b4aec9639f3522f5af975783319a9e7824b02befe241,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r06.manifest.json,ad4720298ae75e824437097e9b5546f13a5bf6a855dcc903c4b76f7534d55a24,8
test-primary-F1-r07,primary,F1,7,71006,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r07.csv,3817734,87879a2ffb79cf967caa2d8746b600c01020121636301398e004e89ba960914a,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r07.manifest.json,8f7bb8128ccc937126086bbcab771ae053ecad94a8f263f6daa8f79821b2d56d,8
test-primary-F1-r08,primary,F1,8,71007,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r08.csv,3817534,46a3034291241633daee5a538b97b7a096c69d4efeaad97ec0115542ea87aacd,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F1-r08.manifest.json,3e853ba75dce42df2dd6b107072b3cc48a4bc20486715e114086e546eed5e417,8
test-primary-F10-r01,primary,F10,1,71032,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r01.csv,3819897,56738321a452e56eef6c8a5f081b01c9857e4a0b7cd0e467eddf67ac8f018edb,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r01.manifest.json,121741bf7e8253a5fcfeef3992999ff0bb54b754ea259265e0cd7e0703f6134e,8
test-primary-F10-r02,primary,F10,2,71033,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r02.csv,3820205,2c9c69a936b60438bbf23ca75e88e540bfc3a217e9e161e8ada350861ec7ad27,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r02.manifest.json,556abcbc4d50dadef838a2219ef40426af9b1a817c0e582528ce90bd2bd476ba,8
test-primary-F10-r03,primary,F10,3,71034,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r03.csv,3818794,8d4f60627e40e5a23c08f05aa24b24cb1237f60584da93cea3a1fa15fa2ee52c,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r03.manifest.json,3a77cb12512dbf463cc16876b4f2e73be946ea3e9f0077a965dda5b716e24dbe,8
test-primary-F10-r04,primary,F10,4,71035,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r04.csv,3819324,ed0ebac19053a5578601373f52ae2834f89135dc4a415c58cc946eb4ff3ccf5c,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r04.manifest.json,670392be501ac5b9e35d13c96f7d47f81b5ac1e7b95b65a2e3f987b7194d6d53,8
test-primary-F10-r05,primary,F10,5,71036,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r05.csv,3818821,c41ced4808f46099c807be9421dad5a0886af5c280f794a722a58722a7da851f,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r05.manifest.json,03c8a57fb828039d0653f27f34310650b98d675c90e2720016c26ed2e66105ec,8
test-primary-F10-r06,primary,F10,6,71037,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r06.csv,3818735,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r06.manifest.json,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,8
test-primary-F10-r07,primary,F10,7,71038,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r07.csv,3819118,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r07.manifest.json,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,8
test-primary-F10-r08,primary,F10,8,71039,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r08.csv,3818720,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F10-r08.manifest.json,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,8
test-primary-F13-r01,primary,F13,1,71040,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r01.csv,3820393,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r01.manifest.json,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,8
test-primary-F13-r02,primary,F13,2,71041,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r02.csv,3817393,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r02.manifest.json,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,8
test-primary-F13-r03,primary,F13,3,71042,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r03.csv,3817349,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r03.manifest.json,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,8
test-primary-F13-r04,primary,F13,4,71043,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r04.csv,3819267,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r04.manifest.json,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,8
test-primary-F13-r05,primary,F13,5,71044,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r05.csv,3819414,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r05.manifest.json,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,8
test-primary-F13-r06,primary,F13,6,71045,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r06.csv,3819534,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r06.manifest.json,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,8
test-primary-F13-r07,primary,F13,7,71046,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r07.csv,3817667,61663af415d13d7270514be5c8d2a9a52f407669a048439c164d912178fad1e8,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r07.manifest.json,431d5711fee660a8192532fd6b4ad0a1c6761dae960d97955785cd33abaa77b1,8
test-primary-F13-r08,primary,F13,8,71047,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r08.csv,3817549,9d0da5971d6e8c2152f40a4cafae3d4d6e60bef8c67b65c8aaa1faab09e0b7b4,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F13-r08.manifest.json,63701671eaddafc419b23647dbe915325e3d1fe73446c90265a0f7b35c563a3a,8
test-primary-F14-r01,primary,F14,1,71048,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r01.csv,3819678,ad43ee6efb6a7aae2bdce7cf0a70b9696b674b9ced04f7fb8332847eadbffd3b,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r01.manifest.json,92cd3cd796d00c01d887ac640f523399e3a58d3db5698b0949f1eaf617db9deb,8
test-primary-F14-r02,primary,F14,2,71049,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r02.csv,3819263,703c164d128536daf2752209d8e3b7c3bcfa75c7b43485936596e1a73daafb18,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r02.manifest.json,0afc830244e92dbb5f16cecefcee29e85278b151f3c98dc30dc1780afb06632a,8
test-primary-F14-r03,primary,F14,3,71050,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r03.csv,3819480,8a0350dc304b432f2ca94a5bee003cfec4c48f30dfb453fa0cd807d26e4bd2d3,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r03.manifest.json,c2aefe84cc4ca501f117685550842ba80533ba389464be14d61a773d675a36df,8
test-primary-F14-r04,primary,F14,4,71051,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r04.csv,3818536,f3bce452871cca6bbf77af2f804b2563a996050de8c224090956827806d398c8,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r04.manifest.json,45ebe3e3c90578583be86dee2ef1307849a23f7b145132d6fd238268e7de9a0c,8
test-primary-F14-r05,primary,F14,5,71052,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r05.csv,3818739,b8b081331f4ea4bec58555e487a1a6c50a6faf0cc77e2864420afe66f551fe73,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r05.manifest.json,1607a35c35ec4120c98dcc2bc34c14b4b135009044ce5cae9fac933263ed1a78,8
test-primary-F14-r06,primary,F14,6,71053,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r06.csv,3819320,eb33468dc5464b77477f28be148237040759d7b821f34301953f349a6a49d893,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r06.manifest.json,2d09987b2d706a33d0f66b85478cd0aa660c1492a124f45cd0fcf63a344b890c,8
test-primary-F14-r07,primary,F14,7,71054,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r07.csv,3819073,ca59006d4296fdd78109815032b23cda7881b0307cd3cf721f316ee02926b2f6,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r07.manifest.json,210d6cfd926caf65522b616b29299a98fe598e07e8a3eefbf2f187f4e36d858b,8
test-primary-F14-r08,primary,F14,8,71055,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r08.csv,3818976,eef715e2e3b61b8125e1d20f6d57197195920a298adc0b2f4d5f84bd672a9fae,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F14-r08.manifest.json,8eca54d8dc62c0d32ebc97d75218115d3e5f7a59788f65cf121685843606dc3d,8
test-primary-F15-r01,primary,F15,1,71056,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r01.csv,3818800,19b076f99a4bc380da272c081a66d320d797876344940aeb526c1898a53757c5,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r01.manifest.json,1d02fe4003e2c39dfad5ee3fcc1a19856e20768afdd76617dcb64ddb6cff28b5,8
test-primary-F15-r02,primary,F15,2,71057,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r02.csv,3819911,72e0d147eeede0a639358efdfac2dcbceb641599264ee52f8f05d8c7fc59dcc1,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r02.manifest.json,4e13153d19a4429bd00a645d39fd611dfc451af47b827e02080a5f1a063a273d,8
test-primary-F15-r03,primary,F15,3,71058,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r03.csv,3819364,28203a41b8a503feeb87be12e931cb0faa5da7e49cae86c87ecbfe3af3bb0872,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r03.manifest.json,9acefe472f1da7abe5f8be7e1c3d0411382ce122187696afdfb8e4bb157282f9,8
test-primary-F15-r04,primary,F15,4,71059,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r04.csv,3819377,4d6f0765bef0d74e661005ab43990e7fcb52940e41a55ea48f88ea1478eca1c0,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r04.manifest.json,d611e6dc06a623a8ada1494dbc94bab62a8d45aecfdf362cf476dc13d6361b89,8
test-primary-F15-r05,primary,F15,5,71060,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r05.csv,3819201,ddbb67a54e5456db179327b92e8ab13a6a9fb0ee2bedcf247b399cf06a08eec1,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r05.manifest.json,6af8d1902f2623e1a216266d428c9fca9451671d76f565d6e60698589f8b632a,8
test-primary-F15-r06,primary,F15,6,71061,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r06.csv,3819065,0c50bb29dd01f3e43aff6e36cb22515012de7e9f8173c02f6a3c01db46128e1a,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r06.manifest.json,4c549a36630ea0e798686efd8fed28cf7bd3c043833b5943574184257dbce5c5,8
test-primary-F15-r07,primary,F15,7,71062,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r07.csv,3819377,f5dd3c3637ff33cdc2c8af34de5c26ca2e4b38157a47454ceed5a31a6f8c2c4f,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r07.manifest.json,99c89beb3fcfd5720c08d72c02c16e947e431b9a23979b9bff18f70cd393cff9,8
test-primary-F15-r08,primary,F15,8,71063,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r08.csv,3818929,f158aba2995892cf0af2be7cbb21d0865c733524386a0f51c866f117c6d65259,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F15-r08.manifest.json,c0d23ca7e61f6a41b1f5ed00a2db5097659a75c8e9db3fe65b7773b9dc272c94,8
test-primary-F2-r01,primary,F2,1,71008,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r01.csv,3818790,50e7155788fe438a29403fa1845fe731d30b05c9afe92759f71ada2e190a89ba,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r01.manifest.json,3c935d499b37674c72f3083d79b576bb18770bc82bcb2a2f2df10880c702310b,8
test-primary-F2-r02,primary,F2,2,71009,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r02.csv,3819460,e67cb0cea8eb88fddbd654d44651092ca0cb9d2447a07e86183fe411fc6bdd18,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r02.manifest.json,a46040f95421f85a9507b118bc8f8e01bb6f641491636dcfdb2664884d730f10,8
test-primary-F2-r03,primary,F2,3,71010,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r03.csv,3819771,59b9ecfee5eb0fb3ea1827dbf000c2c9cf5ef14336bdcbad857569be95a3a06e,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r03.manifest.json,4e6610caa21cc5cefd583348283f0f9b9943fa050f46048431231288daaec6af,8
test-primary-F2-r04,primary,F2,4,71011,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r04.csv,3819235,b7f0a760bf07650d7f432803376918825d52920dfce7d0414314780a805aa54e,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r04.manifest.json,25dfb830066a0decc9446227040a4f2cc32e80655ec01536b0a4a3ce0af0862d,8
test-primary-F2-r05,primary,F2,5,71012,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r05.csv,3819376,68632e16272e36ce94915f3307fdd99d05c90bb19afeacd205fe850644dc8e37,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r05.manifest.json,9176793f78d78308d7a51c63d28dffb98b8557f08bd504ca797a97fc234f97a9,8
test-primary-F2-r06,primary,F2,6,71013,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r06.csv,3819981,6d01f7c3785dd31244fd3fc129e04c360ad0ff40b5f6589b88d420835cbb7612,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r06.manifest.json,3801b205d9cb002378dd764f6aeaa5f62707487910c9687f5620059ac7db83d6,8
test-primary-F2-r07,primary,F2,7,71014,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r07.csv,3819674,67ea31cb6a317335716e9fb09c865488ce2b1a732dd7d091f65b5ebee61b6abf,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r07.manifest.json,38e68b21330e3dc5c5b3cf8dc0b6b01bb798e749a42fd96743ced527d5ad9fa8,8
test-primary-F2-r08,primary,F2,8,71015,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r08.csv,3819209,ef5a8851d01fcb0fe0592413016ff04320de2c90d0b9530f3feb5cd666ea00fc,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F2-r08.manifest.json,b512903d294ff4d4e479bde05ea30173905c540e049aa8f48bb52330866ee502,8
test-primary-F3-r01,primary,F3,1,71016,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r01.csv,3819229,9649033ae39ce8e7be9f95c450ead25f7224aa705cd14740fe75974a08f933db,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r01.manifest.json,b274a6d4f867b75b7798d339c9cc4984d07aa891302ceb8a83f02287ab420b34,8
test-primary-F3-r02,primary,F3,2,71017,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r02.csv,3819237,eafdd2936e33d08f1e03b774bc69786224c7e610688f0d426e8e1e1398fdc5f5,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r02.manifest.json,210ac27552e8e2e2586e4fbf3a0784c2827729738e072fe619931ae1a8958889,8
test-primary-F3-r03,primary,F3,3,71018,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r03.csv,3819449,b01d1455dd54b8388e793eda5f87da31666c476d7d71b3dd23fc2993cd749fc9,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r03.manifest.json,30d59c73298db2be6da648fd17f37a44c0573a88f47686a925a08925113ddeb0,8
