evidence_id,run_id,evaluation_scope,true_label,window_ordinal,window_start_h,window_end_h,source_sha256,source_manifest_sha256,signature_path,signature_bytes,signature_sha256,signature_dimension
FINAL-EVD-0013,test-ood-F4-r02,ood,F4,5,45.0,50.0,196c48a082e194653982cba05505847a77c1b7894e347d64ccf6e636295d8a68,38b4cf766229ae7fd6d665fe9966e84140cd96e5d3e3cafc7cfb2c84670f8e92,signatures/FINAL-EVD-0013.signature.csv,4252,621f60ca075f747ac522d2045658efd3a6e1307e72ce85771a2256e2443e617b,697
FINAL-EVD-0014,test-ood-F4-r02,ood,F4,6,50.0,55.0,196c48a082e194653982cba05505847a77c1b7894e347d64ccf6e636295d8a68,38b4cf766229ae7fd6d665fe9966e84140cd96e5d3e3cafc7cfb2c84670f8e92,signatures/FINAL-EVD-0014.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0015,test-ood-F4-r02,ood,F4,7,55.0,60.0,196c48a082e194653982cba05505847a77c1b7894e347d64ccf6e636295d8a68,38b4cf766229ae7fd6d665fe9966e84140cd96e5d3e3cafc7cfb2c84670f8e92,signatures/FINAL-EVD-0015.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0016,test-ood-F4-r02,ood,F4,8,60.0,65.0,196c48a082e194653982cba05505847a77c1b7894e347d64ccf6e636295d8a68,38b4cf766229ae7fd6d665fe9966e84140cd96e5d3e3cafc7cfb2c84670f8e92,signatures/FINAL-EVD-0016.signature.csv,4252,decb198611bf4c4398b091b45a8175a83f83bf11a903d6d4cecc064020005e52,697
FINAL-EVD-0017,test-ood-F4-r03,ood,F4,1,25.0,30.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0017.signature.csv,4250,2edc7f65ae5b870cc5ca78d6129adfbc682d9e99a50e6dc6fd5c12a305559cbb,697
FINAL-EVD-0018,test-ood-F4-r03,ood,F4,2,30.0,35.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0018.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0019,test-ood-F4-r03,ood,F4,3,35.0,40.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0019.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0020,test-ood-F4-r03,ood,F4,4,40.0,45.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0020.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0021,test-ood-F4-r03,ood,F4,5,45.0,50.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0021.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0022,test-ood-F4-r03,ood,F4,6,50.0,55.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0022.signature.csv,4252,8d42ce888d63c08ba52378a79db4a4f43539d89d8c5aecf0af2a10ba2fd27631,697
FINAL-EVD-0023,test-ood-F4-r03,ood,F4,7,55.0,60.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0023.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0024,test-ood-F4-r03,ood,F4,8,60.0,65.0,ca013d7923d05fb35bba6c76b13a9e220ac05030482df74fa386e14f3959a633,3446555b61646081df8dc8e2a9681cb9469cc6e3a119db89fa6fa0067afbe96a,signatures/FINAL-EVD-0024.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0025,test-ood-F5-r01,ood,F5,1,25.0,30.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0025.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0026,test-ood-F5-r01,ood,F5,2,30.0,35.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0026.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0027,test-ood-F5-r01,ood,F5,3,35.0,40.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0027.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0028,test-ood-F5-r01,ood,F5,4,40.0,45.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0028.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0029,test-ood-F5-r01,ood,F5,5,45.0,50.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0029.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0030,test-ood-F5-r01,ood,F5,6,50.0,55.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0030.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0031,test-ood-F5-r01,ood,F5,7,55.0,60.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0031.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0032,test-ood-F5-r01,ood,F5,8,60.0,65.0,c35e63c7ea58ff7b11743d4e2d5c25ca862001cedbe675cc6cde5f36bf1aa091,2beca36012fd7c8b119b9a9dd2d9e30dea92e7bd49fafcc2511f38ed9b6721a2,signatures/FINAL-EVD-0032.signature.csv,4252,9ab4dfc99bef5f5a7acceea0794cbd4bc039288b1837ce7d2faf7cb31606fa33,697
FINAL-EVD-0033,test-ood-F5-r02,ood,F5,1,25.0,30.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0033.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0034,test-ood-F5-r02,ood,F5,2,30.0,35.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0034.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0035,test-ood-F5-r02,ood,F5,3,35.0,40.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0035.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0036,test-ood-F5-r02,ood,F5,4,40.0,45.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0036.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0037,test-ood-F5-r02,ood,F5,5,45.0,50.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0037.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0038,test-ood-F5-r02,ood,F5,6,50.0,55.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0038.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0039,test-ood-F5-r02,ood,F5,7,55.0,60.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0039.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0040,test-ood-F5-r02,ood,F5,8,60.0,65.0,6bb89b968bb87ce32a5066df783ff18ffb7fbe11dbabd3ce913860f37f687a81,85edb1b0b1b5459098cda7aea58ab40d286f1cfb94dac6dbbf8189091a6844f4,signatures/FINAL-EVD-0040.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0041,test-ood-F5-r03,ood,F5,1,25.0,30.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0041.signature.csv,4250,213c90c5d08a6337f457d4eb35b88df25e2b9276b47dcd86d752be483e468b99,697
FINAL-EVD-0042,test-ood-F5-r03,ood,F5,2,30.0,35.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0042.signature.csv,4250,b439be3d249a76a160784caedc97f40cbafb08f188e578876061d605b1c777f8,697
FINAL-EVD-0043,test-ood-F5-r03,ood,F5,3,35.0,40.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0043.signature.csv,4252,621f60ca075f747ac522d2045658efd3a6e1307e72ce85771a2256e2443e617b,697
FINAL-EVD-0044,test-ood-F5-r03,ood,F5,4,40.0,45.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0044.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0045,test-ood-F5-r03,ood,F5,5,45.0,50.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0045.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0046,test-ood-F5-r03,ood,F5,6,50.0,55.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0046.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0047,test-ood-F5-r03,ood,F5,7,55.0,60.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0047.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0048,test-ood-F5-r03,ood,F5,8,60.0,65.0,15b92f817982ca7e645490c36865f8aa4f444b3002751ff117d5d12221a4a2bd,124c3d8250aec720b29822274b3c279aff80d76400c36257aa4bb172be735666,signatures/FINAL-EVD-0048.signature.csv,4252,d3055112d7ade63ef051179c8fc4ec647c649fd1a5a61de00af61e512931e87a,697
FINAL-EVD-0049,test-primary-F1-r01,primary,F1,1,25.0,30.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0049.signature.csv,4142,e472271180b9bf86a081cdae8431d41da7ece3589b01352d25da9ecb7ace82cd,697
FINAL-EVD-0050,test-primary-F1-r01,primary,F1,2,30.0,35.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0050.signature.csv,4152,e7227d21df6ecece0ef144ad1d4689fd39417a32a792a8074325d26acfb63184,697
FINAL-EVD-0051,test-primary-F1-r01,primary,F1,3,35.0,40.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0051.signature.csv,4200,94a4f68540b5823973c20fb77438e9051dd6c6d438f8059fdb88a0f63ebe34a6,697
FINAL-EVD-0052,test-primary-F1-r01,primary,F1,4,40.0,45.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0052.signature.csv,4224,ee89c7666bd1d1a7adff8bc04de3564393d97da646fd36fd71ba56e233e6b8b6,697
FINAL-EVD-0053,test-primary-F1-r01,primary,F1,5,45.0,50.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0053.signature.csv,4234,2374a591fdf156f53fdd05ec14aaf8e00e5314eb3741d656105e15e06931481b,697
FINAL-EVD-0054,test-primary-F1-r01,primary,F1,6,50.0,55.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0054.signature.csv,4240,ecfb21061dd9abd1f9687627dfcaaf546264efa61f5c5d15b16bb7a198e68fe4,697
FINAL-EVD-0055,test-primary-F1-r01,primary,F1,7,55.0,60.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0055.signature.csv,4238,d173aed673df58909f4c3a37503845b64d853e172cc93e45e8e9a856d3dcb452,697
FINAL-EVD-0056,test-primary-F1-r01,primary,F1,8,60.0,65.0,1594701d813f1a85baedf73371bda11f4a5e72bcdb25293e1806cbcf00c8bdf0,c18378bb87fe872ef77d943cda5994158108c627bff62d2a04e73a5e16bd3a48,signatures/FINAL-EVD-0056.signature.csv,4242,8f6e3ecb34bd02b080b8a613b43367dab9aab378ec8212771186d1760b08aa48,697
FINAL-EVD-0057,test-primary-F1-r02,primary,F1,1,25.0,30.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0057.signature.csv,4142,df4cbc4023d8ea58c6206609a55a17d5815b3605f57dfde8c755b39dc5b0ff6f,697
FINAL-EVD-0058,test-primary-F1-r02,primary,F1,2,30.0,35.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0058.signature.csv,4150,c78d49ee68570d5f8b3811cc5315570df97239f9c76d11b0841450dad975aeb2,697
FINAL-EVD-0059,test-primary-F1-r02,primary,F1,3,35.0,40.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0059.signature.csv,4200,1fd866b117170e16ddadace9c6f1b1b3c85e52d2d226bcc09208cb53c5101a58,697
FINAL-EVD-0060,test-primary-F1-r02,primary,F1,4,40.0,45.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0060.signature.csv,4218,a256d41769c842edc42645d0f6dcdf7d5125e6806c33180d2e2fdf90430d58a5,697
FINAL-EVD-0061,test-primary-F1-r02,primary,F1,5,45.0,50.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0061.signature.csv,4236,019206697d830ffd0c2d094d44865188c71a3f0b9972a2d92199d67068afb4ec,697
FINAL-EVD-0062,test-primary-F1-r02,primary,F1,6,50.0,55.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0062.signature.csv,4240,ecfb21061dd9abd1f9687627dfcaaf546264efa61f5c5d15b16bb7a198e68fe4,697
FINAL-EVD-0063,test-primary-F1-r02,primary,F1,7,55.0,60.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0063.signature.csv,4242,e64216efb8f667ad6b33d7366089d3595a4cc1c36a06b4ededa694dca6a0060e,697
FINAL-EVD-0064,test-primary-F1-r02,primary,F1,8,60.0,65.0,f9c6a50031afbf0ddcd919f05576f6d2809126ba30326076f533d610478e83f3,0b66fec9b626789c1cc1ffd8741ba2082d7ec2ab32a2b06bd9753a73029b6b06,signatures/FINAL-EVD-0064.signature.csv,4242,e64216efb8f667ad6b33d7366089d3595a4cc1c36a06b4ededa694dca6a0060e,697
FINAL-EVD-0065,test-primary-F1-r03,primary,F1,1,25.0,30.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0065.signature.csv,4144,f52b47bc3b7768b4893561a2478aa563429b958907a6d1c86be690a96fca0bc5,697
FINAL-EVD-0066,test-primary-F1-r03,primary,F1,2,30.0,35.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0066.signature.csv,4154,ecf86c8fe2595e12aa02bf58e729c7e7ce49639c6f24c08f4f657add5e48e0d1,697
FINAL-EVD-0067,test-primary-F1-r03,primary,F1,3,35.0,40.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0067.signature.csv,4202,542658bfb10445aaa05d03ce5fd7e7503e2834289b440679efeed51d0d447016,697
FINAL-EVD-0068,test-primary-F1-r03,primary,F1,4,40.0,45.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0068.signature.csv,4222,2416b59b07d87e098cc16dd2451762c560f10aab7b6cbb40018948a78756cedd,697
FINAL-EVD-0069,test-primary-F1-r03,primary,F1,5,45.0,50.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0069.signature.csv,4236,fe065f8fe66b2452d277b0cde5a3643afae95aa3e02e5c5e18fe2cf6c424bd13,697
FINAL-EVD-0070,test-primary-F1-r03,primary,F1,6,50.0,55.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0070.signature.csv,4240,ecfb21061dd9abd1f9687627dfcaaf546264efa61f5c5d15b16bb7a198e68fe4,697
FINAL-EVD-0071,test-primary-F1-r03,primary,F1,7,55.0,60.0,a76959418ae410d7b4ffec8c3f3027ffc36ed467bdf45ff83cbf63af7d706e97,d0166b88390543ce3aea054ef700e3557e6fd54a77114f6ab18b367417141041,signatures/FINAL-EVD-0071.signature.csv,4244,f23a53af3ad0803a09a537401a88a19afd11e04f5d416446bd6aebaebd4bc9b4,697
