fault,batch,variable,windows,level_positive_windows,trend_positive_windows,residual_positive_windows,diff_positive_windows,rapid_positive_windows,level_max_same_sign_run,trend_max_same_sign_run,drift_max_coherent_run,residual_max_run,diff_max_run,rapid_max_run,level_positive_sign_count,level_negative_sign_count,level_sign_coherence,level_dominant_sign,trend_positive_sign_count,trend_negative_sign_count,trend_sign_coherence,trend_dominant_sign,first_shift_sigma,first_slope_sigma_h,first_residual_std_ratio,first_diff_std_ratio,first_level_candidate,first_trend_candidate,first_residual_candidate,first_diff_candidate,first_rapid_candidate,late_shift_sigma_median,late_abs_slope_sigma_h_median,late_residual_std_ratio_median,late_diff_std_ratio_median,late_level_positive_windows,late_trend_positive_windows,late_residual_positive_windows,late_diff_positive_windows,late_rapid_positive_windows,level_batches_persistent,drift_batches_persistent,residual_batches_persistent,diff_batches_persistent,rapid_batches_persistent
1,1,XMEAS-19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.0666930142247553,0.0063574148101952,0.9693747082943222,0.9974724384230974,False,False,False,False,False,0.005386743019555201,0.0424475067224041,1.0044420793257698,1.0161155103941188,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.1493198178151192,0.4163915900270227,0.99074746291466,1.0011956645385016,False,False,False,False,False,-0.3943470727460733,0.08846582115856086,0.9624211688304933,1.023293350265083,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-20,8,4,3,4,0,0,1,1,1,4,0,0,2,2,0.5,tie,1,2,0.6666666666666666,-,-36.40255028878524,-2.243943511562271,13.5426701331603,1.089392687852406,True,True,True,False,False,-0.5671436250225109,0.17462413378347294,0.6757926574142181,1.038903273935738,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-21,8,3,4,2,0,0,1,1,1,2,0,0,2,1,0.6666666666666666,+,2,2,0.5,tie,7.148425019571761,-6.386338185647942,8.647455782221346,0.966484670105644,True,True,True,False,False,1.0574425824347804,0.23442431710066294,0.9914674040031426,1.0391740111898142,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-22,8,2,3,4,0,0,1,1,1,4,0,0,1,1,0.5,tie,1,2,0.6666666666666666,-,-19.422789712362892,-5.024620732935745,4.583502636790757,1.0188369369567871,True,True,True,False,False,0.14857229705473857,0.04932363523820125,0.9781595345278997,1.0760596909216065,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-23,8,4,1,4,0,0,1,1,1,4,0,0,2,2,0.5,tie,1,0,1.0,+,-13.326007688946513,-0.557954241645499,5.568294913949933,1.180791216240883,True,False,True,False,False,-0.08962302735452529,0.1521232915116248,1.0052335714455767,1.0952124313192726,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-24,8,3,3,3,0,0,1,1,1,3,0,0,1,2,0.6666666666666666,-,1,2,0.6666666666666666,-,-10.00736795349816,-2.761141343776284,4.470651107357945,0.9704330328904022,True,True,True,False,False,-0.43930104517082014,0.12239557680553559,0.8772981628959216,0.8598313994967073,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-25,8,3,3,4,0,0,1,1,1,4,0,0,2,1,0.6666666666666666,+,2,1,0.6666666666666666,+,15.238489599238086,1.1848766662105212,6.432551073976679,1.0026566733069386,True,True,True,False,False,0.01414452527103715,0.13496444309451505,1.0246537172104238,1.0149410026435368,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-26,8,1,0,1,0,0,1,0,0,1,0,0,1,0,1.0,+,0,0,,none,2.4955575972586583,0.5517163823820099,1.536918647776145,1.2024476090078398,True,False,True,False,False,0.06833054928854784,0.0583687737199802,0.9984250943359996,0.996763428093528,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-27,8,2,2,1,0,0,2,1,1,1,0,0,2,0,1.0,+,1,1,0.5,tie,4.273623015878325,1.5138295352495987,1.3683208999284906,0.9060496657533856,True,True,True,False,False,0.1948249508719424,0.09708300788329885,0.9542606882239588,0.905657521826555,0,0,0,0,0,5,0,0,0,0
1,1,XMEAS-28,8,4,3,3,0,0,3,1,1,3,0,0,3,1,0.75,+,1,2,0.6666666666666666,-,-13.66837484767924,-4.748499484898719,4.26280830382473,0.9869617555951368,True,True,True,False,False,2.4395427981315296,0.14193174219618965,0.8725770577946299,0.8958384152065244,2,0,0,0,0,5,0,5,0,0
1,1,XMEAS-29,8,4,2,4,0,0,1,1,1,4,0,0,2,2,0.5,tie,1,1,0.5,tie,-18.60541709611588,-1.3666068099942643,8.268037950975481,1.3489134125838538,True,True,True,False,False,-0.22045055976245428,0.0291732040465838,0.8907890627654859,0.8819104934102828,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-3,8,0,2,0,0,0,0,1,1,0,0,0,0,0,,none,1,1,0.5,tie,1.7260434266536877,0.8219599773088907,1.1867225859740664,1.0036667747432697,False,True,False,False,False,0.1284182583343294,0.0687257167989198,1.0142957653478597,1.089751230031871,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-30,8,4,3,3,0,0,2,1,1,3,0,0,1,3,0.75,-,1,2,0.6666666666666666,-,-10.294189223165631,-2.690318941734436,5.104376734780627,1.0453228483064845,True,True,True,False,False,-0.5859660158580895,0.2174717320743625,0.9284286867020602,1.0626324543416508,0,0,0,0,0,2,0,5,0,0
1,1,XMEAS-31,8,3,3,4,1,1,1,1,1,4,1,1,2,1,0.6666666666666666,+,2,1,0.6666666666666666,+,21.141142270187466,1.9317511169463557,9.220756444550211,1.474629360805184,True,True,True,True,True,-0.0807782797005573,0.08699673409550951,1.0052833991448868,1.0242108694979704,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,1.09715332561214,0.3092612159221687,0.9184692639235448,0.8520837440223905,False,False,False,False,False,-0.0890699455191734,0.10639789263151275,1.0626569540398232,1.0549222018527584,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-33,8,2,2,1,0,0,2,1,1,1,0,0,2,0,1.0,+,1,1,0.5,tie,5.378135144781781,1.866477009878846,1.475504609606451,0.9459230116452144,True,True,True,False,False,0.04307059763729681,0.0599315898539442,0.8672422358348608,0.8742518070681009,0,0,0,0,0,5,0,0,0,0
1,1,XMEAS-34,8,5,4,2,0,0,4,1,1,2,0,0,4,1,0.8,+,2,2,0.5,tie,-15.46198412255533,-5.578187598283715,5.138030560668218,1.3489416703315265,True,True,True,False,False,2.912557262018273,0.21549259376570498,0.9557749716970634,1.0852019830685595,2,0,0,0,0,5,0,5,0,0
1,1,XMEAS-35,8,1,2,1,0,0,1,1,1,1,0,0,0,1,1.0,-,1,1,0.5,tie,-5.3563205026788365,-2.3534951853830157,1.3372050758791414,0.8377494923259057,True,True,False,False,False,-0.125833406477301,0.13672771843567216,0.945809287981195,0.9959552770221047,0,0,0,0,0,0,0,4,0,0
1,1,XMEAS-36,8,1,2,0,0,0,1,1,1,0,0,0,0,1,1.0,-,1,1,0.5,tie,-3.7696948559060344,-1.0696591911031574,1.3606465501148717,0.959352073466216,True,True,False,False,False,0.051687122514728255,0.0883324349186964,1.0375087138625343,1.0819221728691724,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.2128759477432596,0.0710032801577321,0.9230930008433264,0.7459783945263776,False,False,False,False,False,0.041899820344714095,0.09643499991528809,0.9361997703722507,1.0341564487198507,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-38,8,5,2,2,0,0,3,1,1,2,0,0,5,0,1.0,+,1,1,0.5,tie,9.922382682664418,5.003984519869361,1.6141637058380107,1.3889024009728757,True,True,True,False,False,2.117132422434069,0.0763627994459494,0.8810072769794906,0.9906013744939726,2,0,0,0,0,5,0,2,0,0
1,1,XMEAS-39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.4297701936724804,0.3149845511427598,0.984011902932104,1.1023136396272804,False,False,False,False,False,0.9915942716291857,0.18117363999884356,0.786742208183937,0.7679859511372242,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-4,8,8,3,1,0,0,8,1,1,1,0,0,0,8,1.0,-,1,2,0.6666666666666666,-,-9.313737334239926,-3.4389740223446856,1.457608428193337,0.9771528227260312,True,True,True,False,False,-10.05415863291854,0.07331094179361285,0.9856213022748915,1.0054682857140818,2,0,0,0,0,5,0,0,0,0
1,1,XMEAS-40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.4206670259009036,0.0303960325517599,1.3254101140976784,0.8447781960176298,False,False,False,False,False,0.2344694189226496,0.3190433534193461,0.949753045802225,1.0206194893426987,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,-0.7601516109827817,-0.0795144483189848,1.0271536595506947,1.0307067293006504,False,False,False,False,False,0.26012931410074797,0.1663356786099633,0.9043587080836224,0.8494616339674685,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-5,8,1,1,2,0,0,1,1,1,2,0,0,0,1,1.0,-,1,0,1.0,+,-7.926441942099795,-0.3543925172034472,3.1442192539835045,0.9895717423603176,True,False,True,False,False,-0.0250728646014721,0.07690383936789025,0.9854263059467439,1.0058411764366895,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-6,8,1,0,2,0,0,1,0,0,2,0,0,0,1,1.0,-,0,0,,none,-7.273253283759389,-0.1012087323709961,3.032848520041934,1.0228192870110475,True,False,True,False,False,-0.25626691843366517,0.046703123988128405,1.0162517635273964,1.0269183456305258,0,0,0,0,0,0,0,5,0,0
1,1,XMEAS-7,8,2,2,2,0,0,2,1,1,2,0,0,0,2,1.0,-,1,1,0.5,tie,-8.086658078143142,-8.564653173122686,4.814719077091009,1.0181224458663218,True,True,True,False,False,0.00788150860157765,0.1173842716578235,1.0832018240134522,1.051698076688601,0,0,0,0,0,5,0,5,0,0
1,1,XMEAS-8,8,0,0,1,0,0,0,0,0,1,0,0,0,0,,none,0,0,,none,1.1490464644852658,-0.0049598503561237,1.390683107214776,1.0788275305503343,False,False,True,False,False,-0.01204517992252245,0.04708718236627035,1.0282717303350775,1.015526065451851,0,0,0,0,0,0,0,0,0,0
1,1,XMEAS-9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.147264003304597,0.402443129909199,1.0858306894489034,0.9320451921363258,False,False,False,False,False,-0.023704510788731953,0.04327902306272885,0.9872983617162859,1.0289594614070952,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-1,8,8,5,3,1,1,8,1,1,3,1,1,8,0,1.0,+,3,2,0.6,+,76.76196623975049,31.21440121172195,11.011014908658815,1.4101094105350869,True,True,True,True,True,85.03598223882648,0.2554284297453526,0.7775743460295573,1.049085695625338,2,0,0,0,0,5,0,5,0,0
1,2,XMEAS-10,8,3,4,3,1,1,1,1,1,3,1,1,1,2,0.6666666666666666,-,2,2,0.5,tie,4.1858991808803925,-9.980861775370755,13.746828224917902,1.886989640089562,True,True,True,True,True,-0.7951538779072773,0.15586874527737324,0.7017549708322002,0.9690892192618845,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-11,8,3,5,4,0,0,1,1,1,4,0,0,2,1,0.6666666666666666,+,2,3,0.6,-,-23.00526222399313,-8.596754265614042,5.398421634909457,1.0184262515402225,True,True,True,False,False,1.03554898447539,0.017314945860911948,0.8105568010065545,0.9834921310916,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-12,8,0,2,1,0,0,0,1,1,1,0,0,0,0,,none,1,1,0.5,tie,-0.1517109812765249,1.7860236599598422,2.9105691691700586,0.9093042193041612,False,True,True,False,False,-0.1234206925818903,0.0666919586114441,0.9909835087135567,0.9927479365756307,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-13,8,2,2,2,0,0,2,1,1,2,0,0,0,2,1.0,-,1,1,0.5,tie,-7.987854085923929,-8.717612490877356,4.540877401850112,1.052866814474216,True,True,True,False,False,-0.0017012673693776001,0.2036143894255738,0.8281709596947645,0.9805308451477177,0,0,0,0,0,5,0,5,0,0
1,2,XMEAS-14,8,1,2,1,0,0,1,1,1,1,0,0,1,0,1.0,+,1,1,0.5,tie,-0.1707081248553077,1.699503995758196,2.7590326515516135,1.018002079733003,False,True,True,False,False,-0.40190212737287945,0.0632946751740347,0.9581286175825493,0.966683130309175,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-15,8,3,4,3,0,0,1,1,1,3,0,0,1,2,0.6666666666666666,-,2,2,0.5,tie,-6.743601553352502,-2.9376752212203847,4.466202523679854,1.0228752186917889,True,True,True,False,False,-0.2576585878847124,0.11795756560580456,0.9620458682475904,0.9590704959110585,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-16,8,2,2,2,0,0,2,1,1,2,0,0,0,2,1.0,-,1,1,0.5,tie,-7.673883749640931,-8.752683190597775,4.6234373568004825,1.050328650268929,True,True,True,False,False,-0.18556836482235145,0.2171733780176066,0.8177177655492772,0.9699339812364194,0,0,0,0,0,5,0,5,0,0
1,2,XMEAS-17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,-0.8600689083843499,-0.4483159728315892,1.105578907326114,1.00597595908674,False,False,False,False,False,-0.06744632821192885,0.0426912178183549,0.9199576107356086,0.9178891002688379,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-18,8,8,3,4,0,0,7,1,1,4,0,0,7,1,0.875,+,1,2,0.6666666666666666,-,-21.20587145166384,-6.1706639884103,6.515325702301232,1.2816448126563635,True,True,True,False,False,11.126223661358928,0.13763276165963484,0.49395492425499626,0.99311206645099,2,0,0,0,0,5,0,5,0,0
1,2,XMEAS-19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.0083302721486762,0.0291305113513914,1.0106475000331303,0.98237152834873,False,False,False,False,False,-0.0285768176832645,0.0225185259053314,1.024831375556302,1.031149626225291,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.5514263765051819,0.437251016621427,1.0676357895294537,1.0211473503555522,False,False,False,False,False,-0.0036706762410849,0.05980283266176795,0.99389928233733,1.0028430852905732,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-20,8,4,2,4,0,0,1,1,1,4,0,0,2,2,0.5,tie,1,1,0.5,tie,-37.077325432043274,-2.1997947519059053,13.6795133309085,0.9607714946441044,True,True,True,False,False,-0.4516308911054779,0.0723241824162194,0.6504873613642733,1.0136531674660665,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-21,8,3,4,3,0,0,1,1,1,3,0,0,2,1,0.6666666666666666,+,2,2,0.5,tie,6.563953303622173,-6.743884436258252,9.36785489744229,1.0245037528128818,True,True,True,False,False,0.5300604790668701,0.22600944819359875,0.9333903688633323,0.9959811496226522,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-22,8,2,3,4,0,0,1,1,1,4,0,0,1,1,0.5,tie,1,2,0.6666666666666666,-,-19.817870391962575,-5.109046772855824,4.757114556560258,0.9990613620066636,True,True,True,False,False,0.24844512886385006,0.03870278588637805,0.9061492146835017,1.019653853987455,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-23,8,4,1,3,0,0,1,1,1,3,0,0,2,2,0.5,tie,1,0,1.0,+,-13.48322706590266,-0.6287323183264171,5.456379403254848,1.071877213662146,True,False,True,False,False,-0.0016046439164208032,0.07634042583876825,1.0032340154435695,1.0241881354657911,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-24,8,2,3,2,0,0,1,1,1,2,0,0,0,2,1.0,-,1,2,0.6666666666666666,-,-10.026518789762468,-2.878304521031507,4.742384130622545,1.1599786114152029,True,True,True,False,False,-0.30872454436025165,0.26470813313709884,0.8965135316550232,0.9098077659655471,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-25,8,3,4,3,0,0,1,1,1,3,0,0,2,1,0.6666666666666666,+,2,2,0.5,tie,15.14840939737396,0.9864067297179252,6.689182450209781,1.26974260343762,True,True,True,False,False,0.008177459029661549,0.098246296995906,0.9529928286732,0.956069594123127,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-26,8,1,0,1,0,0,1,0,0,1,0,0,1,0,1.0,+,0,0,,none,2.6984892920326637,0.3452757270566784,1.4017994807693566,1.1187952768766742,True,False,True,False,False,0.0829805795653442,0.14809884670075807,1.104624716545307,1.107170243675505,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-27,8,2,2,1,0,0,2,1,1,1,0,0,2,0,1.0,+,1,1,0.5,tie,4.279478350976107,1.354556623440717,1.5249415013179812,1.0712111593542628,True,True,True,False,False,-0.12866506713698128,0.0419731453176272,1.0386451394706944,1.0304972028893102,0,0,0,0,0,5,0,0,0,0
1,2,XMEAS-28,8,3,4,3,0,0,2,1,1,3,0,0,2,1,0.6666666666666666,+,2,2,0.5,tie,-14.116908793250008,-5.021035626324985,4.471539096624163,1.188862253168079,True,True,True,False,False,2.0920152116038353,0.18203904262256249,0.9136395811999398,0.8835464146448192,1,0,0,0,0,5,0,5,0,0
1,2,XMEAS-29,8,4,2,4,0,0,1,1,1,4,0,0,2,2,0.5,tie,1,1,0.5,tie,-19.2716914471243,-1.458170501215718,7.921544266033185,1.1806255532441208,True,True,True,False,False,-0.2375148679110011,0.0450245623472941,0.9082649696534526,1.025186714288895,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-3,8,0,2,0,0,0,0,1,1,0,0,0,0,0,,none,1,1,0.5,tie,1.4289098475896371,0.781508581682883,1.0954714767900862,0.9567110298917474,False,True,False,False,False,-0.33658065270446835,0.092040611023399,0.9959913590817833,1.0066947886490885,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-30,8,3,3,3,0,0,1,1,1,3,0,0,1,2,0.6666666666666666,-,1,2,0.6666666666666666,-,-10.5997051320666,-2.930053854960893,5.736067781943224,1.1625025613025062,True,True,True,False,False,-0.3945110947783248,0.1891412472637414,0.8974586728671194,1.0288840874319296,0,0,0,0,0,2,0,5,0,0
1,2,XMEAS-31,8,3,4,4,1,1,1,1,1,4,1,1,2,1,0.6666666666666666,+,2,2,0.5,tie,21.17266550253311,1.8132225040739385,9.284887277373766,1.427451935521645,True,True,True,True,True,0.017568192081098305,0.2137385703005706,0.9828564843019512,1.0923461665038219,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.9961177950756536,0.3329859172212143,1.1032531446002083,1.1301692516352948,False,False,False,False,False,0.13895240848632295,0.045726741378060154,1.0423291047260803,1.0138749014108561,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-33,8,2,2,1,0,0,2,1,1,1,0,0,2,0,1.0,+,1,1,0.5,tie,5.595965306954766,1.739772403488444,1.8384893673956264,0.8725448429906261,True,True,True,False,False,0.08698946982513989,0.1000218416686576,0.8015170098645694,0.7753948228244598,0,0,0,0,0,5,0,0,0,0
1,2,XMEAS-34,8,4,4,3,0,0,3,1,1,3,0,0,3,1,0.75,+,2,2,0.5,tie,-15.61553439180645,-5.753202921239912,5.129836166814241,1.1372339106094085,True,True,True,False,False,2.8422917268387877,0.2511541533971208,0.9112669116476014,1.0403143029047905,2,0,0,0,0,5,0,5,0,0
1,2,XMEAS-35,8,1,2,3,0,0,1,1,1,2,0,0,0,1,1.0,-,1,1,0.5,tie,-5.1764633223496705,-2.402533492330089,1.6037053487477833,1.0150564036329623,True,True,True,False,False,0.13481084644485214,0.06516013896987985,0.9519151735675522,1.0822930393101462,0,0,0,0,0,0,0,4,0,0
1,2,XMEAS-36,8,1,2,1,0,0,1,1,1,1,0,0,0,1,1.0,-,1,1,0.5,tie,-3.825548548523222,-1.0788178866433478,1.2982651642270076,1.1276886921883242,True,True,False,False,False,0.1295846312019149,0.0136398741556009,1.0012954027799996,1.0296470605566284,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.4349933698365263,0.095369914986144,1.235309459113452,1.130059831561555,False,False,False,False,False,0.019231920779150397,0.06480246325279534,0.8725412673824064,0.9149360571085996,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-38,8,4,2,1,0,0,2,1,1,1,0,0,4,0,1.0,+,1,1,0.5,tie,10.20632427307175,5.184591401399132,1.500056763513168,1.4034620613999658,True,True,True,False,False,1.872896192314332,0.14317047476731445,0.8202793849099463,0.9063040900241522,1,0,0,0,0,5,0,2,0,0
1,2,XMEAS-39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.8443142563910899,0.237916669051929,0.9961655781814124,0.9177842740825332,False,False,False,False,False,0.9532409954389287,0.3034170496584192,0.985845970237939,0.9024033277624335,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-4,8,8,3,1,0,0,8,1,1,1,0,0,0,8,1.0,-,1,2,0.6666666666666666,-,-9.121573467088997,-3.3370187053849536,1.5491587168265766,0.9891647629129642,True,True,True,False,False,-10.026708045220843,0.03009029714071025,1.008168059386981,1.0357599839637595,2,0,0,0,0,5,0,0,0,0
1,2,XMEAS-40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.7801641694679982,-0.1710091107852631,1.243224173496822,0.9830612771070384,False,False,False,False,False,-0.10391965057571045,0.16317665880674556,0.7250587874272625,0.8364007944888716,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-41,8,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,0,0,,none,-1.1581227503755056,0.0091835224262567,1.29213947269212,1.0913510544495748,False,False,False,False,False,-0.0726153919859561,0.05194168881868655,0.7647326310480803,0.8525698922699736,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-5,8,1,1,2,0,0,1,1,1,2,0,0,0,1,1.0,-,1,0,1.0,+,-8.075765019093376,-0.3915690056356308,3.1587802150870674,0.9805803771015756,True,False,True,False,False,-0.08487856763700945,0.01236258205078935,0.9906408336338621,1.0045033433332653,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-6,8,1,1,2,0,0,1,1,1,2,0,0,0,1,1.0,-,1,0,1.0,+,-7.524554411523929,-0.1223874370564311,3.0840815815327627,1.0211016101457548,True,False,True,False,False,-0.17492528572202473,0.02214552082661275,0.972560313555982,0.994952576662957,0,0,0,0,0,0,0,5,0,0
1,2,XMEAS-7,8,2,2,2,0,0,2,1,1,2,0,0,0,2,1.0,-,1,1,0.5,tie,-8.010131227560215,-8.691130587660568,4.642251168881482,1.064905442153166,True,True,True,False,False,-0.02641573222994175,0.2310939865451218,0.8256746624637528,0.9770328075131448,0,0,0,0,0,5,0,5,0,0
1,2,XMEAS-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,1.3277331452279075,-0.0155262302397282,1.2810092356910316,0.9702535655296298,False,False,False,False,False,0.0346088838981091,0.012087728589051501,0.932897142005128,0.935613598850698,0,0,0,0,0,0,0,0,0,0
1,2,XMEAS-9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,0,0,,none,0.2050420323157345,0.406724597271414,1.2409582440800346,1.0296800195513374,False,False,False,False,False,0.022817559816877,0.06381627670327106,1.006951639363171,1.0136542886757733,0,0,0,0,0,0,0,0,0,0
1,3,XMEAS-1,8,8,5,3,0,0,8,1,1,3,0,0,8,0,1.0,+,3,2,0.6,+,76.01361069647383,31.06339047477107,10.288204886955349,1.40172298045096,True,True,True,False,False,84.92710029385712,0.3919992253993771,0.725119590146778,1.0154004880876208,2,0,0,0,0,5,0,5,0,0
