fault,batch,variable,shift_sigma,abs_shift_sigma,slope_sigma_h,abs_slope_sigma_h,raw_std_ratio,diff_std_ratio,residual_std_ratio
1,1,XMEAS-14,-0.10056444546554294,0.10056444546554294,-0.02873594274500616,0.02873594274500616,2.3765797720008357,0.9856255070659541,2.357710663255573
1,1,XMEAS-15,0.10571827827986363,0.10571827827986363,-0.004965741962166338,0.004965741962166338,5.510643962722446,0.9905813185090445,5.513411400592666
1,1,XMEAS-16,-2.0643986585791274,2.0643986585791274,0.20946237383048455,0.20946237383048455,7.807990858137111,1.0421397650759436,7.4242258944032775
1,1,XMEAS-17,-0.0035072581348177356,0.0035072581348177356,0.0011758966651881837,0.0011758966651881837,1.1622757280014473,0.9638732296739999,1.1632020594642631
1,1,XMEAS-18,7.536420247051914,7.536420247051914,0.4914945192084113,0.4914945192084113,12.062334758952483,1.0573485719239994,11.084269936374412
1,1,XMEAS-19,0.02712017578227478,0.02712017578227478,-0.0011224602252530786,0.0011224602252530786,1.001739862508615,1.0013318313560857,1.0020472693096782
1,1,XMEAS-20,-4.099578075564392,4.099578075564392,0.5330067746979701,0.5330067746979701,14.111775013533041,1.026906884317388,13.090625967874665
1,1,XMEAS-21,1.4177990149194664,1.4177990149194664,-0.0809565589374319,0.0809565589374319,5.895519017331911,1.0073437549257653,5.9484233800547255
1,1,XMEAS-22,-1.9923128324887969,1.9923128324887969,0.30532555342403117,0.30532555342403117,8.03171535947734,1.008142327758461,7.297021654537355
1,1,XMEAS-23,-1.274211740075253,1.274211740075253,0.18088139590279667,0.18088139590279667,5.525675572027733,1.1185125760619665,5.119261651724953
1,1,XMEAS-24,-1.5067798578890126,1.5067798578890126,0.14311298830592792,0.14311298830592792,4.297074525949134,0.9212251049672109,3.994920925453598
1,1,XMEAS-25,1.2857790320242943,1.2857790320242943,-0.18068724926588364,0.18068724926588364,6.7795333811618725,1.0221946803482833,6.453244576256445
1,1,XMEAS-26,0.2389138442572466,0.2389138442572466,-0.03390835573754065,0.03390835573754065,1.4433403178125546,0.9854283995128037,1.3973686736258781
1,1,XMEAS-27,0.8749603963433291,0.8749603963433291,-0.09408383674483714,0.09408383674483714,2.1913908800941084,0.9578932128388373,1.9075128231223388
1,1,XMEAS-28,-0.35278008674982836,0.35278008674982836,0.30179893497294613,0.30179893497294613,6.42798631181943,1.0357416777717816,5.4477638542451325
1,1,XMEAS-29,-1.8123104654402427,1.8123104654402427,0.24764535525188502,0.24764535525188502,7.73739937279073,1.062062411451155,7.230614740852302
1,1,XMEAS-30,-1.7970549982444874,1.7970549982444874,0.1436787336730487,0.1436787336730487,4.4927229243554265,1.0860452875987423,4.209535629571361
1,1,XMEAS-31,1.702668704155137,1.702668704155137,-0.25486085035912115,0.25486085035912115,9.451414515932385,1.0628642149905672,9.011195643225916
1,1,XMEAS-32,0.21755912542229466,0.21755912542229466,-0.02604128235729279,0.02604128235729279,1.0744193309423316,0.9615925316421157,1.0321673023551097
1,1,XMEAS-33,1.1191390947330457,1.1191390947330457,-0.1256376452925961,0.1256376452925961,2.6472595140696042,0.922785419636146,2.2192739706193576
1,1,XMEAS-34,-0.25965351403367315,0.25965351403367315,0.34592123459609425,0.34592123459609425,7.3581731960007595,1.0408452066268818,6.272246462756217
1,1,XMEAS-35,-0.7499200161891234,0.7499200161891234,0.09126695534442097,0.09126695534442097,2.692854128096535,0.9625626100207003,2.4963956788167905
1,1,XMEAS-36,-0.2401608213242199,0.2401608213242199,0.05359976702203984,0.05359976702203984,1.8385687726382398,0.9914276947293673,1.7350787309567668
1,1,XMEAS-37,0.06756526681307783,0.06756526681307783,-0.002525106896798553,0.002525106896798553,1.0336023584014016,0.9876861628617948,1.0405580830467556
1,1,XMEAS-38,3.496611879421313,3.496611879421313,-0.1841518670094714,0.1841518670094714,4.836489345431327,1.1194510646399032,4.365059422654292
1,1,XMEAS-39,0.8418793173347168,0.8418793173347168,0.013432412333122359,0.013432412333122359,1.0499482396709403,0.9554402961064551,1.0449832979748002
1,1,XMEAS-40,-0.01894368644075932,0.01894368644075932,0.0014002365790344278,0.0014002365790344278,1.132402899665167,1.055843717851157,1.1333860428237181
1,1,XMEAS-41,0.18109015614094398,0.18109015614094398,0.007903518886175038,0.007903518886175038,1.0958537497221068,1.0023502532300663,1.104021880468978
1,2,XMEAS-1,84.65772390615429,84.65772390615429,0.10350645057631969,0.10350645057631969,19.729517033029758,1.2020837547130334,19.780308938935935
1,2,XMEAS-2,-0.11044379937293207,0.11044379937293207,-0.0025740153571582785,0.0025740153571582785,1.1433808292319771,1.0169532750411148,1.1512097967571555
1,2,XMEAS-3,-0.017298145697591145,0.017298145697591145,-0.025960033956883777,0.025960033956883777,1.2947006339947762,0.9851769686429074,1.2699840119608
1,2,XMEAS-4,-9.978803847149953,9.978803847149953,-0.01769328289233447,0.01769328289233447,2.306225042192032,1.0186066125231372,2.2982411092030173
1,2,XMEAS-5,-0.9005261704357344,0.9005261704357344,0.12002061344342642,0.12002061344342642,3.2890764988732015,0.9812334860837595,2.9880386380721813
1,2,XMEAS-6,-0.9280177149374937,0.9280177149374937,0.10806720859543244,0.10806720859543244,3.0715539945687356,0.9841753085018464,2.810309923145029
1,2,XMEAS-7,-1.9401287439508996,1.9401287439508996,0.2121071738849297,0.2121071738849297,7.6784827871033565,1.018044427261601,7.277481631665558
1,2,XMEAS-8,0.051149373174185386,0.051149373174185386,-0.005496732802287935,0.005496732802287935,1.3244463659102375,0.9818073136593645,1.3237295793337671
1,2,XMEAS-9,0.020845248803817724,0.020845248803817724,0.00045255572405218647,0.00045255572405218647,1.0628504963796068,0.994979819789831,1.0630665364310306
1,2,XMEAS-10,-0.8183190579095382,0.8183190579095382,-0.05673793767896941,0.05673793767896941,8.597869205184857,1.1944299871420812,8.582183461193525
1,2,XMEAS-11,-1.5467683225641327,1.5467683225641327,0.3507843575469779,0.3507843575469779,10.736953159184367,0.9967736391134567,10.112156014103151
1,2,XMEAS-12,-0.01530557095225924,0.01530557095225924,-0.0029805338375042036,0.0029805338375042036,2.3008520775255965,0.9885416059266037,2.3024759254459597
1,2,XMEAS-13,-1.8844769537674813,1.8844769537674813,0.20957224801770893,0.20957224801770893,7.6461566552766635,1.0274409865143177,7.253174310245102
1,2,XMEAS-14,-0.12930315213940566,0.12930315213940566,-0.030520013255684323,0.030520013255684323,2.408437479034207,1.0027597033258326,2.3869766964193144
1,2,XMEAS-15,0.092402389752087,0.092402389752087,-0.005973271911998341,0.005973271911998341,5.6838489877835245,0.9955644968586513,5.686592489609022
1,2,XMEAS-16,-2.0182020787662758,2.0182020787662758,0.20114370831076958,0.20114370831076958,7.602642346877653,1.009043047233804,7.239465595571796
1,2,XMEAS-17,0.0012702348847030058,0.0012702348847030058,-0.0018203534134137317,0.0018203534134137317,1.182211684618222,0.979617662054086,1.1830475653095416
1,2,XMEAS-18,7.543823788794567,7.543823788794567,0.5049647771306861,0.5049647771306861,12.45328895263069,1.0426554113725472,11.459253675151405
1,2,XMEAS-19,-6.095603331523251e-05,6.095603331523251e-05,-0.00011639225685331246,0.00011639225685331246,1.0132271197966403,1.002987686004944,1.0136220417838842
1,2,XMEAS-20,-4.1591842991549575,4.1591842991549575,0.5398762528938961,0.5398762528938961,14.388358571840353,1.0070528949752233,13.367758990693494
1,2,XMEAS-21,1.079001630376991,1.079001630376991,-0.07310888558583205,0.07310888558583205,6.123445975148529,0.9978862874567317,6.197817918239705
1,2,XMEAS-22,-2.014468198853794,2.014468198853794,0.3102411750677403,0.3102411750677403,8.209102212718022,1.0080287549993,7.468575420537894
1,2,XMEAS-23,-1.268294845484542,1.268294845484542,0.18382031609488833,0.18382031609488833,5.583932064660821,1.0110721929976536,5.16834676649667
1,2,XMEAS-24,-1.5835426758543825,1.5835426758543825,0.14850961286893324,0.14850961286893324,4.350073696640394,1.0042808803923693,4.0263303978186915
1,2,XMEAS-25,1.2930209461387305,1.2930209461387305,-0.1812515625834596,0.1812515625834596,6.800876710725158,1.0153012157430716,6.4735776032184065
1,2,XMEAS-26,0.2854078865602132,0.2854078865602132,-0.042677724084398905,0.042677724084398905,1.4753039558668268,1.0597119766291667,1.3987093714974626
1,2,XMEAS-27,0.7303284661114552,0.7303284661114552,-0.10173867941791148,0.10173867941791148,2.25061309514925,1.054146784383722,1.9240635391110466
1,2,XMEAS-28,-0.6655028167467973,0.6655028167467973,0.30316222986892377,0.30316222986892377,6.589097097182422,1.0809293646552882,5.630271390720633
1,2,XMEAS-29,-1.963745061959791,1.963745061959791,0.25925729273012943,0.25925729273012943,7.882096298910925,1.0668725604487266,7.33305644094423
1,2,XMEAS-30,-1.8396482889328747,1.8396482889328747,0.15661341423692945,0.15661341423692945,4.670824125890345,1.06751973542509,4.3419588977803345
1,2,XMEAS-31,1.8172124528617868,1.8172124528617868,-0.2502960735679831,0.2502960735679831,9.521260718909604,1.0981229443859302,9.101937270989945
1,2,XMEAS-32,0.30359141993549676,0.30359141993549676,-0.018741254885861612,0.018741254885861612,1.0644397294498231,1.0028096800598871,1.0429100532694944
1,2,XMEAS-33,1.1141023141234312,1.1141023141234312,-0.12673185881747295,0.12673185881747295,2.719545519782338,0.9385951886794252,2.297371049868843
1,2,XMEAS-34,-0.4686601232318895,0.4686601232318895,0.3457429588866809,0.3457429588866809,7.45936255752254,1.049095040693434,6.395541300778379
1,2,XMEAS-35,-0.5756417288357787,0.5756417288357787,0.08910669917701444,0.08910669917701444,2.803310350060172,1.0120147513529245,2.6269536095977752
1,2,XMEAS-36,-0.19440171117915822,0.19440171117915822,0.05176171873631234,0.05176171873631234,1.9027159157918097,1.0040678680426895,1.8103893867015202
1,2,XMEAS-37,0.16478534412038195,0.16478534412038195,-0.009359873310424855,0.009359873310424855,1.0331691953868452,1.068602885174628,1.0348249447211273
1,2,XMEAS-38,3.402524126520189,3.402524126520189,-0.19422072262694107,0.19422072262694107,4.887574417903467,0.9809018241776358,4.363737352169606
1,2,XMEAS-39,0.7967657175805666,0.7967657175805666,0.003183924692487898,0.003183924692487898,1.1515376915021998,1.0378172789088373,1.158220711987147
1,2,XMEAS-40,0.011623769431863683,0.011623769431863683,-0.012145754769509123,0.012145754769509123,1.0584142414255622,0.9742005660748516,1.0500952276527389
1,2,XMEAS-41,-0.027121956435982843,0.027121956435982843,0.009285334097059427,0.009285334097059427,1.1241953126487194,1.08335808424548,1.1313414680022915
1,3,XMEAS-1,84.6066009952681,84.6066009952681,0.11747860677779891,0.11747860677779891,19.60507042992799,1.2065866990661838,19.644507982529866
1,3,XMEAS-2,0.006484362866219965,0.006484362866219965,-0.011741228953226771,0.011741228953226771,1.0644900974794065,1.0069969463485824,1.0634064324121228
1,3,XMEAS-3,-0.1461050159984995,0.1461050159984995,-0.010691936121176965,0.010691936121176965,1.4272824588648239,1.0124077626038663,1.433759594438922
1,3,XMEAS-4,-9.993338457611632,9.993338457611632,-0.017082930991502703,0.017082930991502703,2.326539598581369,1.016299200474209,2.3192558748177166
1,3,XMEAS-5,-0.9251345797248758,0.9251345797248758,0.11898016765587678,0.11898016765587678,3.2734825332608986,1.0102358160877718,2.976400633533779
1,3,XMEAS-6,-1.006029493737336,1.006029493737336,0.10715140077739024,0.10715140077739024,3.058292337293064,1.0033225567075446,2.800480820860993
1,3,XMEAS-7,-1.8908462689053425,1.8908462689053425,0.208733491934422,0.208733491934422,7.585521164993071,1.0079561640379429,7.192500875894978
1,3,XMEAS-8,0.045425039155796126,0.045425039155796126,-0.0026753807202131523,0.0026753807202131523,1.3338359136035007,1.0038261175686107,1.3342899571694802
1,3,XMEAS-9,0.045278347549392084,0.045278347549392084,0.002254913865860603,0.002254913865860603,1.076890955829001,1.0066647018459263,1.0768078565570558
1,3,XMEAS-10,-0.9000982916215712,0.9000982916215712,-0.049344768755166225,0.049344768755166225,8.357226082646921,1.1944218836107352,8.346838347561523
1,3,XMEAS-11,-1.6437984714974767,1.6437984714974767,0.3379511157882026,0.3379511157882026,10.748952726563838,1.0579914417782037,10.185368319034971
1,3,XMEAS-12,0.00962458963786197,0.00962458963786197,-0.0029350363769075193,0.0029350363769075193,2.2854970903537097,1.012345701651293,2.28711451092558
1,3,XMEAS-13,-1.8429405882579077,1.8429405882579077,0.20763430934053595,0.20763430934053595,7.5704675455419705,1.031668703231508,7.180848578843993
1,3,XMEAS-14,-0.04747080353162061,0.04747080353162061,-0.029479272913250244,0.029479272913250244,2.378802908658947,1.0001183482183733,2.358732143078887
1,3,XMEAS-15,0.08068740355837065,0.08068740355837065,0.0014202299651491334,0.0014202299651491334,5.556180450411694,0.9409492658933168,5.559247611823409
1,3,XMEAS-16,-1.969914689193353,1.969914689193353,0.19883271786480178,0.19883271786480178,7.5257665828457245,1.0539864234848526,7.167288410602722
1,3,XMEAS-17,0.012871240246535121,0.012871240246535121,-0.00015601965234524848,0.00015601965234524848,1.173825280316359,0.9814396680292681,1.17483963787212
1,3,XMEAS-18,7.369251443918446,7.369251443918446,0.4891003384663773,0.4891003384663773,12.513201067940514,1.1000759653648018,11.628343970483582
1,3,XMEAS-19,0.016411589676905244,0.016411589676905244,0.0019476707895139211,0.0019476707895139211,0.9917904177930794,0.9803837050227896,0.9919226308356263
1,3,XMEAS-20,-4.31597619069735,4.31597619069735,0.5228783130987176,0.5228783130987176,14.297665556734685,1.0137936602970146,13.360124745653538
1,3,XMEAS-21,0.9414236136538269,0.9414236136538269,-0.0649729143785993,0.0649729143785993,5.953858829130061,0.9929823800470445,6.035773372926113
1,3,XMEAS-22,-2.1236746438455456,2.1236746438455456,0.30214610930697783,0.30214610930697783,8.210685137089179,1.0416077922372495,7.515473547404341
1,3,XMEAS-23,-1.2964793270200488,1.2964793270200488,0.17721008914257344,0.17721008914257344,5.550363547493924,1.1116923382944188,5.162973726507375
1,3,XMEAS-24,-1.3236709840161567,1.3236709840161567,0.13567637643653863,0.13567637643653863,4.392248577075292,1.0177906270301396,4.1326539496459525
1,3,XMEAS-25,1.2728083113847266,1.2728083113847266,-0.17896622425875588,0.17896622425875588,6.716479335051687,1.0677114219368877,6.39337666568098
1,3,XMEAS-26,0.3366873297996871,0.3366873297996871,-0.043507287647392555,0.043507287647392555,1.322780812460262,0.9693038372576452,1.2308246564515992
1,3,XMEAS-27,0.6641283452820457,0.6641283452820457,-0.09113897990808296,0.09113897990808296,2.2748781629601678,1.0311040008774583,2.0214718428434244
1,3,XMEAS-28,-0.4964964530359116,0.4964964530359116,0.2855451268484706,0.2855451268484706,6.412706298949128,1.0913229214470435,5.54744192287652
1,3,XMEAS-29,-1.9968377206442685,1.9968377206442685,0.25026616359534765,0.25026616359534765,7.882784175371583,1.0588282610643829,7.375825360463592
1,3,XMEAS-30,-1.5224257475420953,1.5224257475420953,0.14423598578361757,0.14423598578361757,4.5911824622149595,0.9379470291495652,4.313661215513502
1,3,XMEAS-31,1.7352990198574398,1.7352990198574398,-0.2478462901067812,0.2478462901067812,9.431918594818399,1.056106249323926,9.016903239994246
1,3,XMEAS-32,0.18992637645307742,0.18992637645307742,-0.025952680525356032,0.025952680525356032,1.0879652053645725,0.939782230722119,1.046573444904817
1,3,XMEAS-33,1.049265411123291,1.049265411123291,-0.12127383219945309,0.12127383219945309,2.723027733036877,0.9509420302273389,2.3405871852311306
1,3,XMEAS-34,-0.3701748312825662,0.3701748312825662,0.32945616213743945,0.32945616213743945,7.304837236441404,0.9719945106234804,6.329582539710128
1,3,XMEAS-35,-0.487555752968137,0.487555752968137,0.08614987568985769,0.08614987568985769,3.049395811146105,1.129909094286848,2.90392717821026
1,3,XMEAS-36,-0.25611356301056737,0.25611356301056737,0.06570061136199604,0.06570061136199604,1.9075771897112694,1.0368367842196597,1.7540648031991477
1,3,XMEAS-37,0.1327170452620741,0.1327170452620741,-0.012249661578552362,0.012249661578552362,0.9819812444722646,0.9147528615431341,0.9786654153420021
1,3,XMEAS-38,3.554124996904209,3.554124996904209,-0.17506443225240703,0.17506443225240703,4.857627806300067,1.0762605637346407,4.438512088472292
1,3,XMEAS-39,0.7816300088746961,0.7816300088746961,0.013787375655112528,0.013787375655112528,1.1419724922199586,1.003305578137382,1.1379592184897054
1,3,XMEAS-40,-0.03462309440270451,0.03462309440270451,0.009931610673064225,0.009931610673064225,1.1918784855635411,1.014586724344751,1.1874972567418425
1,3,XMEAS-41,-0.07009505610997276,0.07009505610997276,-0.0016671321836586477,0.0016671321836586477,1.1852188178911705,1.0891125071267547,1.1980589756613922
1,4,XMEAS-1,84.60437799255992,84.60437799255992,0.1148123670981617,0.1148123670981617,19.62209493710989,1.2038933736457567,19.66376817654633
1,4,XMEAS-2,-0.059945037655053664,0.059945037655053664,0.009256410696645494,0.009256410696645494,1.0527905771778214,1.0097022769827,1.0548766331943975
1,4,XMEAS-3,-0.11807455686360485,0.11807455686360485,-0.036787337858408084,0.036787337858408084,1.4317914539366885,0.9860685979201871,1.3786749989440485
1,4,XMEAS-4,-9.971736633804035,9.971736633804035,-0.016205521072536384,0.016205521072536384,2.275050396430156,0.9940354434265136,2.2684115497506827
1,4,XMEAS-5,-0.8219108661685185,0.8219108661685185,0.12497346015962518,0.12497346015962518,3.2362095454956146,1.0032259542250368,2.901677824481301
1,4,XMEAS-6,-0.8824111547075457,0.8824111547075457,0.11343022999587724,0.11343022999587724,3.063184885048562,1.000922359829695,2.772631114101439
1,4,XMEAS-7,-1.867914221168661,1.867914221168661,0.2070652493517576,0.2070652493517576,7.356097457548454,1.0163949230611122,6.956751953872335
1,4,XMEAS-8,-0.04916232001547008,0.04916232001547008,-0.002171756025877773,0.002171756025877773,1.3073509953401141,0.9555596640438897,1.307906292946385
1,4,XMEAS-9,0.02032468128034178,0.02032468128034178,0.001512907802411337,0.001512907802411337,1.0504984122192547,0.9902638646907526,1.0505792874376099
1,4,XMEAS-10,-0.8514206234233668,0.8514206234233668,-0.049117842381372075,0.049117842381372075,8.456848388860111,1.1949121557907678,8.446975736490373
1,4,XMEAS-11,-1.2796067246589677,1.2796067246589677,0.3744276805216248,0.3744276805216248,10.624490074494554,1.0200412754667372,9.869424103721425
1,4,XMEAS-12,-0.03659106822972387,0.03659106822972387,-0.004582362827956724,0.004582362827956724,2.334150404812179,1.022727537360391,2.3354586633233496
1,4,XMEAS-13,-1.826791862882329,1.826791862882329,0.2060959177315532,0.2060959177315532,7.345993208991085,1.0172197414157023,6.949886038544331
1,4,XMEAS-14,-0.16384880496698812,0.16384880496698812,-0.03670819464123373,0.03670819464123373,2.436152615970467,1.0196883344902836,2.4034828513302897
1,4,XMEAS-15,0.05051780136810761,0.05051780136810761,-0.0037531204645117034,0.0037531204645117034,5.701222324522302,0.974345834382179,5.704229535984055
1,4,XMEAS-16,-1.976944961373764,1.976944961373764,0.19634296770267595,0.19634296770267595,7.278154590013522,1.0419222600450089,6.916299581050732
1,4,XMEAS-17,0.0004898254611036234,0.0004898254611036234,0.0018926343530564574,0.0018926343530564574,1.2045454826194169,1.0195481209263682,1.2053892842288918
1,4,XMEAS-18,7.9746987510606715,7.9746987510606715,0.539284986088154,0.539284986088154,12.247307118095168,1.0765392108917087,10.982314583842022
1,4,XMEAS-19,0.021608157140444333,0.021608157140444333,-6.633005546052816e-06,6.633005546052816e-06,0.965455929929447,0.9740674925618552,0.9658330792815569
1,4,XMEAS-20,-3.8193951806664326,3.8193951806664326,0.5666364661000974,0.5666364661000974,14.225401180965807,1.0407451717608853,13.020907879667792
1,4,XMEAS-21,0.8870806765130169,0.8870806765130169,-0.10974418372197113,0.10974418372197113,6.043092690456462,1.0058478727787952,6.038119515792439
1,4,XMEAS-22,-1.792908017575136,1.792908017575136,0.32765670782061307,0.32765670782061307,8.086763139541855,1.0265939243250013,7.226744969472439
1,4,XMEAS-23,-1.2289149072948828,1.2289149072948828,0.18518389766209475,0.18518389766209475,5.478796793462353,1.0511448681717006,5.0477542569194025
1,4,XMEAS-24,-1.6369651476421416,1.6369651476421416,0.1391885662979073,0.1391885662979073,4.320655664036199,1.0138202911099217,4.039237597918415
1,4,XMEAS-25,1.2867490166713542,1.2867490166713542,-0.1823333752047244,0.1823333752047244,6.705699176872812,1.0334262607000808,6.369303223479433
1,4,XMEAS-26,0.3310930470865998,0.3310930470865998,-0.0318584501423418,0.0318584501423418,1.2952160143238929,0.9771468823958839,1.2491598593369158
1,4,XMEAS-27,0.6822443725301064,0.6822443725301064,-0.09894421727935622,0.09894421727935622,2.2248047049665827,0.921182165862515,1.913407733665638
1,4,XMEAS-28,-0.624282341017357,0.624282341017357,0.2825552547247877,0.2825552547247877,6.556974357665777,0.9833657507886626,5.736580850546198
1,4,XMEAS-29,-1.8410041004475421,1.8410041004475421,0.26626951666334064,0.26626951666334064,7.765014705855692,1.0963596630571593,7.171013170864369
1,4,XMEAS-30,-1.8341985223089028,1.8341985223089028,0.14756715236737095,0.14756715236737095,4.696628553080259,0.9448059969723679,4.41264962723481
1,4,XMEAS-31,1.8384810021685012,1.8384810021685012,-0.24775806043501722,0.24775806043501722,9.411319990915826,1.1559360785442878,8.995537188403095
1,4,XMEAS-32,0.22600875411635585,0.22600875411635585,-0.020035665468564792,0.020035665468564792,1.000844640608472,0.9114671628663886,0.9743901157017485
1,4,XMEAS-33,1.008638408303348,1.008638408303348,-0.13290531500966046,0.13290531500966046,2.6390408332782407,0.9041443820775408,2.1516806604724628
1,4,XMEAS-34,-0.48266777482253503,0.48266777482253503,0.3136932896951834,0.3136932896951834,7.414357629739958,1.0219070643387562,6.566429719876839
1,4,XMEAS-35,-0.44324220927704683,0.44324220927704683,0.10634996931946113,0.10634996931946113,2.893091014381921,0.9986974864340997,2.6388771789722316
1,4,XMEAS-36,-0.1366027672310376,0.1366027672310376,0.050812095310582145,0.050812095310582145,1.8328970783679666,0.971818564579823,1.7402816176179152
1,4,XMEAS-37,0.11230051812663498,0.11230051812663498,-5.20025599039381e-05,5.20025599039381e-05,1.0865183699382006,1.1100724021258905,1.0942656945471914
1,4,XMEAS-38,3.2716156645320664,3.2716156645320664,-0.20044658463967643,0.20044658463967643,4.773813727441067,1.0104563720094724,4.195393591448702
1,4,XMEAS-39,0.7793773850573106,0.7793773850573106,0.006024896146824832,0.006024896146824832,1.0604435862998565,0.9752702763451363,1.0648423036654078
1,4,XMEAS-40,-0.06165639645349092,0.06165639645349092,0.0038134560441519705,0.0038134560441519705,1.1271449205942778,1.0477569118977146,1.1273768989330544
1,4,XMEAS-41,-0.215845368529724,0.215845368529724,-0.001841487712078211,0.001841487712078211,1.246827256200038,1.194755455873363,1.2603178007792615
1,5,XMEAS-1,84.64593093089348,84.64593093089348,0.11098042509081033,0.11098042509081033,19.784447274155905,1.2015228648348704,19.830144640238732
1,5,XMEAS-2,-0.33573587226912105,0.33573587226912105,-0.0029589062443017215,0.0029589062443017215,1.0899860798350482,1.0056703272310124,1.0972808850242688
1,5,XMEAS-3,0.19771207113095413,0.19771207113095413,-0.02531754163016154,0.02531754163016154,1.3960444769518718,1.0169140317586387,1.376435145260229
1,5,XMEAS-4,-10.02614906865837,10.02614906865837,-0.018477775879992726,0.018477775879992726,2.367003747205264,0.9761596731099981,2.358479442462711
1,5,XMEAS-5,-0.8540587671335126,0.8540587671335126,0.12435008563896423,0.12435008563896423,3.288115775630199,0.976738667292233,2.963174633570604
1,5,XMEAS-6,-0.9026813944853224,0.9026813944853224,0.10739846246133915,0.10739846246133915,3.061072605486682,1.0172440851040268,2.8022602470086913
1,5,XMEAS-7,-1.908763662837719,1.908763662837719,0.21356579080289806,0.21356579080289806,7.7079755591497,1.0278915445092278,7.302926402001105
1,5,XMEAS-8,0.0328920044101436,0.0328920044101436,-0.0032494295421586477,0.0032494295421586477,1.322872435039044,1.0033255678421522,1.3231451984686806
1,5,XMEAS-9,0.03817496182931587,0.03817496182931587,0.0026428663273625496,0.0026428663273625496,1.0626872253784554,1.0131697647070101,1.0624775362568568
1,5,XMEAS-10,-0.8036497084991442,0.8036497084991442,-0.05245483234100769,0.05245483234100769,8.471892380067942,1.1834379051234338,8.459392351140853
1,5,XMEAS-11,-1.397326683431659,1.397326683431659,0.36299238705883535,0.36299238705883535,10.74517032113929,1.0285940126498527,10.061616425277562
1,5,XMEAS-12,-0.011989118685917404,0.011989118685917404,-0.0039297499953231535,0.0039297499953231535,2.351048073754332,1.007835798729519,2.3525322190276645
1,5,XMEAS-13,-1.8714998907888007,1.8714998907888007,0.21166331307753922,0.21166331307753922,7.673987652200365,1.0233017700490254,7.274437365874763
1,5,XMEAS-14,-0.156049230104059,0.156049230104059,-0.031405330234527,0.031405330234527,2.4105220801922904,0.9619783684423044,2.3875512089902537
1,5,XMEAS-15,0.08392913594939834,0.08392913594939834,-0.001154079768926341,0.001154079768926341,5.5513786753313665,0.9612534544852777,5.554451380203794
1,5,XMEAS-16,-1.9976652504289112,1.9976652504289112,0.2022901244331156,0.2022901244331156,7.634170175424208,1.0318214255186744,7.268328861973457
1,5,XMEAS-17,-0.021243781045842278,0.021243781045842278,-0.0019195178338352516,0.0019195178338352516,1.2230821506911698,1.0216983371610149,1.2239394076376136
1,5,XMEAS-18,7.715676091081155,7.715676091081155,0.525820536589646,0.525820536589646,12.509682403721412,1.0886595981304379,11.389959208155346
1,5,XMEAS-19,0.054975373348786515,0.054975373348786515,0.0020246576963170067,0.0020246576963170067,0.9972499142191138,0.9878501021224739,0.997365191639419
1,5,XMEAS-20,-3.8612946368333136,3.8612946368333136,0.5539465167813353,0.5539465167813353,14.377727703003492,1.0135017535419553,13.273668198834866
1,5,XMEAS-21,1.4052676672169004,1.4052676672169004,-0.07680173436170742,0.07680173436170742,5.80519149935483,0.9897228464788506,5.862707014661922
