path,bytes,sha256
studio2-fase03-d9-pilot-03/execution/producer_failure_diagnosis_03_13.private.json,167,3bfba0d781dca4bb9d359d089cbd3948a4583ab99afc5df1ac0f8f7de32bb3e2
studio2-fase03-d9-pilot-03/execution/producer_template_remediation_03_13.diff,1192,7bbe19745179b90e57d8a80c2c362b1b0449d99474799f2273baae952a7a2f5f
studio2-fase03-d9-pilot-03/execution/producer_template_remediation_03_13.txt,1280,4306c5da6f0ebefcbce75d26d585caf82cc05ff85d5e7e6639e3f65b2d66de12
studio2-fase03-d9-pilot-03/execution/remediation_approval_03_13.private.json,349,5469d14c7f1462b2f4c606705d891f4e5dffad927cd79b2829ba9f61a6193b6f
studio2-fase03-d9-pilot-03/execution/service_122b_successor_03_13.private.json,3320,714c24bf14e525c73c4ff839f3a102b5a9dbeb36a85be986a0439b91bd1b3469
studio2-fase03-d9-pilot-03/execution/service_27b_successor_03_13.private.json,2219,133807dfa57ddbd7a4319bfbdd2b851f0648928c12195422ee300b0e17d4f485
studio2-fase03-d9-pilot-03/execution/service_27b_successor_03_13.rev2.private.json,2237,7b3496a4b6e7d135f025175bf7204675830fc2aa528ed2494e84608c995e4ed6
studio2-fase03-d9-pilot-03/execution/suspension_reconciliation_03_13.private.json,450,e5f277cbe7a950ec249d33e5ef6b06da88c5fa619b2eaab2c691e84ca9c8e5d7
studio2-fase03-d9-pilot-03/execution/technical_execution_authorization_03_13.private.json,308,7dcec1055696fa26b9baad40f1937f4ca55dc450a9f277ca9b01271b6ff1c875
studio2-fase03-d9-pilot-03/execution/technical_execution_authorization_03_13.rev2.private.json,400,3d9f4daec3a8fee7acd24d1a06ae81b91e8790b760671059b268f59cd4669a60
studio2-fase03-d9-pilot-03/execution/zero_token_approval_20938b223df536de1a0d60db604de36cf548f9848316ad3d690bb8b3710726ac.private.json,138,ab6789ab1867fd37e2a435444227dbbd298f09877751a9a376170e4bd0badfaf
studio2-fase03-d9-pilot-03/execution/zero_token_approval_39bc1b4c0e8688634fe922078088845629cb8a0588005cd438de68fa7839b5f8.private.json,138,ed20a03e883fe1bda2dcd995c4d1dc943f5bc66de410d162212fa4b476596a40
studio2-fase03-d9-pilot-03/execution/zero_token_approval_446216bce69e747d78de900d1f0496e82d21ecc455e7b937d54c9a1863526eed.private.json,138,c3a19cc14267227a734d3095b76179ce9e1f2369466a7b743c96173614535b6e
studio2-fase03-d9-pilot-03/execution/zero_token_approval_7bbd56ff476ce612db13f6e43f8e90492fe99d71378c053355f027cf14da426e.private.json,138,a07abcbc8efd5ba6cf9e6cdcd55a28d545c3d5c2a90b93a1fb383712bef956f9
studio2-fase03-d9-pilot-03/execution/zero_token_approval_8e7d1e72f4a2751aa5d062e0e12e0899b6892f02fc60e3b4e942ada91f9ca14c.private.json,138,969a755a873ea3feb89123b677f244b88a55701c766b8578dde3459b806ae38c
studio2-fase03-d9-pilot-03/execution/zero_token_approval_9bc178d9999313704cd963e9b2c92a1ecdf42dd21330f50ff57e35b2a103ab9d.private.json,138,42f651dfca88ad7c09cb928f089991f8446cf92f54a2970c93cdc566f9d3b370
studio2-fase03-d9-pilot-03/execution/zero_token_approval_dde658fd333ed614ab33a295f72af3a3be7073aef4e7baeeec749abab07f1f71.private.json,138,1e5fca8d90f575a4d4a9e523ffb0213823abcfa64dce52ccae7378a207c25a88
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_20938b223df536de1a0d60db604de36cf548f9848316ad3d690bb8b3710726ac.private.json,410,2e5f64a1912a3b123df92f7e10575e4be72b854cc070a25860a3e2547bf1bc24
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_39bc1b4c0e8688634fe922078088845629cb8a0588005cd438de68fa7839b5f8.private.json,422,9e47b92f7d42bc62a99bb494af66279823d746b1577eb037ec30952a62df7b40
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_446216bce69e747d78de900d1f0496e82d21ecc455e7b937d54c9a1863526eed.private.json,422,28a881a6a8498c8b919dec4faaa330f35c198735ae179f89f5b3c97cfaf8d849
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_7bbd56ff476ce612db13f6e43f8e90492fe99d71378c053355f027cf14da426e.private.json,428,a9281b5dbf7e3ff77e4dc36a3ae508cfbe0a4690a90a65868b0e8b539110bba8
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_8e7d1e72f4a2751aa5d062e0e12e0899b6892f02fc60e3b4e942ada91f9ca14c.private.json,410,504eeb95bd888bfeb471e90b230ecec1ed2a9c55328a614dafff89afdbc831dc
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_9bc178d9999313704cd963e9b2c92a1ecdf42dd21330f50ff57e35b2a103ab9d.private.json,422,2b4beb069e6e6eb5b7a1abc93a051e464867c49f780333a33d1bb59b9cb3d43f
studio2-fase03-d9-pilot-03/execution/zero_token_evidence_dde658fd333ed614ab33a295f72af3a3be7073aef4e7baeeec749abab07f1f71.private.json,428,186974aff32e914c47e2c85aeab6b7cfa644c5cfbb77614bdea3f919c2e4cbcb
studio2-fase03-d9-pilot-03/ledger.sqlite3,4808704,93ff83a5a4132800c2973fe6687c8e0ffcdb07d33f293a8517ca715ff8dc4089
studio2-fase03-d9-pilot-03/lineage/SUCCESSOR_LINEAGE_S5_122B_QWEN_D9_03_13.approval.private.json,631,fbda6b463809ed309bcb933cf15cc0f2c01b03d15a783dfb1017df154fc58516
studio2-fase03-d9-pilot-03/lineage/SUCCESSOR_LINEAGE_S5_122B_QWEN_D9_03_13.private.json,6195,ee5a2aa58b90e85a8482a66540b4c39f6c6e5229c054434ba3e750b9cd5b07e6
studio2-fase03-d9-pilot-03/prepared/pilot_prompts.jsonl,569792,efd43620603b9c26dbbcc986ec80b663937fd48c05b82f2cb7406dadb61cf298
studio2-fase03-d9-pilot-03/prepared/pre_gate_hashes.json,729,a80fb83501eaf5c0febc4a3bd8d64d9118c16ee6ac0d94d6e122b4b73a17d4a6
studio2-fase03-d9-pilot-03/prepared/pre_gate_plan.json,3764,b83c88ea1206efb22603691f04045f260ee4f5d64f0cdb7585a9de881b73e856
studio2-fase03-d9-pilot-03/qualification/QUALIFICATION_SUPPLEMENT_122B_QWEN_D9_03_13.private.json,1156,dd9c53f0e4262fffe592a04298f8d7a4cfd428ccf5c487faacfe68ca357decb7
studio2-fase03-d9-pilot-03/qualification/technical_qualification_122b_journal.json,250,f6e44bd4e7680eabdc17a2fc72a9afb376c78ba419bd3ca52e6182c4288be60b
studio2-fase03-d9-pilot-03/qualification/technical_qualification_122b_summary.json,240,3a3eaf15b6208eb86a697dcc9683677c39bc02d161529317c1a8a3cf8b33210d
studio2-fase03-d9-pilot-03/results/alternate_20260917T125137.log,6716,3a3dce5f237852aff1b610a684269521eb49c7a2c2d30fbe30526a8d41b230bd
studio2-fase03-d9-pilot-03/results/alternate_20260917T125401.log,6716,3a3dce5f237852aff1b610a684269521eb49c7a2c2d30fbe30526a8d41b230bd
studio2-fase03-d9-pilot-03/results/alternate_20260917T125847.log,2342,7a5ea6e5620d8fb17dfee42d1f77e540772031cf7949ef8b51fd33788b63dbf6
studio2-fase03-d9-pilot-03/results/alternate_20260917T130137.log,7186,51ec601a1e1299d6fe5131f1c4d22cf861684e0658d7c740702d56aa2139817d
studio2-fase03-d9-pilot-03/results/alternate_20260917T130331.log,7186,51ec601a1e1299d6fe5131f1c4d22cf861684e0658d7c740702d56aa2139817d
studio2-fase03-d9-pilot-03/results/alternate_20260917T131707.log,7186,51ec601a1e1299d6fe5131f1c4d22cf861684e0658d7c740702d56aa2139817d
studio2-fase03-d9-pilot-03/results/alternate_20260917T131826.log,1977,4ec50de572aa168b15d118d158a0f04c98251adb2c8b2cdddd571964ed3d9831
studio2-fase03-d9-pilot-03/results/alternate_20260917T162321.log,464,2ab25de107bca6c388edfe38840660ad16c09dc2f73d0a2d1e4fb18d8b139428
studio2-fase03-d9-pilot-03/results/budget_20260917T163729.log,580853,0a66edbdeba2eb190b589432816310242061d4177a7126101cadd595da04772e
studio2-fase03-d9-pilot-03/results/budget_probe_journal.jsonl,31709,33d030228e3731f55fe16a69b497715d6134527d0db7f793e254b2b42897f2be
studio2-fase03-d9-pilot-03/results/budget_probe_records.jsonl,5206,975733a660f91d30963f79bba3319b7cc111cdc335a0ad2725918bda2d912959
studio2-fase03-d9-pilot-03/results/frozen_gate_config.json,593425,709ae3400238b3ecdf50ef5b7d377b0bea4fdf87fcec569994d24cace39fa8ac
studio2-fase03-d9-pilot-03/results/producer_alternate_conformity_journal.jsonl,45962,4d0e7c3c303f5ea59ad750820cbf0074d545d62c0e5688c9f0d73913e0938afb
studio2-fase03-d9-pilot-03/results/producer_conformance_qwen_122b_primary_producer_conformity_summary.json,503,d38d51d8d5532869a05ee7c049b832ef7e7dcaf5e87028391e2c7ee384aaafd4
studio2-fase03-d9-pilot-03/results/producer_conformance_qwen_122b_primary_producer_remediation_summary.json,505,b5a789a0e6a46a1c9b3b7779a88bedf163b3bf3774c22e9842df18c673bf6d9a
studio2-fase03-d9-pilot-03/results/producer_conformance_qwen_27b_alternate_alternate_conformity_summary.json,505,90da146a3c44b870820db631896c32e14b97e718d167358081826ed14bee244b
studio2-fase03-d9-pilot-03/results/producer_producer_conformity_journal.jsonl,44735,bd367c14018838732ab99b968e55c32219f883db954911ad9f322abdabf10836
studio2-fase03-d9-pilot-03/results/producer_producer_remediation_journal.jsonl,46220,fc3f216d98c3dffe24ce5e6ccb4d11d16184daa30e941a757a146757f833082a
studio2-fase03-d9-pilot-03/results/remediation_20260917T123528.log,3452,9b985a8df83bbbcacb9262d4b9534a140204f126f9a6798d035d5294d6599940
studio2-fase03-d9-pilot-03/results/remediation_20260917T123723.log,1914,23a38ff77e3dffd93de150374107df635e1657036b144d7acc5322a9ff997d58
studio2-fase03-d9-pilot-03/results/remediation_20260917T123804.log,1928,ac1e027df7e19c601dc8a48fab281fe822bf5504537a88fb8d472f44538bf9b6
studio2-fase03-d9-pilot-03/results/remediation_20260917T124316.log,3452,9b985a8df83bbbcacb9262d4b9534a140204f126f9a6798d035d5294d6599940
studio2-fase03-d9-pilot-03/results/remediation_20260917T124623.log,464,90a0316153cce3691998f0ce4fa52e4fca3314d762222e38035d4508fcd9c264
studio2-fase03-d9-pilot-03/results/stability_20260917T163928.log,628,4081a03e0200a4cf004ec9700be5423587aa3f2d605aa8673f4e73a5b6a2d13b
studio2-fase03-d9-pilot-03/results/stability_journal.jsonl,1285888,2f0a7b6f8bf433d063c719dd482e966d691439a77b2503f58446739b86e42e6c
studio2-fase03-d9-pilot-03/results/stability_records.jsonl,235143,dde3f7de3c88bdee4844d14d3dd82daedd5e8fe7df70c465f1d3708c6f440ea6
studio2-fase03-d9-pilot-03/results/stability_summary.json,726,efa627413ee2838141fea4508a76974821cd50838db4137497f5590fbcb6a508
studio2-fase03-d9-pilot-03/results/validated_insight_library_qwen_122b_primary_producer_remediation.json,13755,1e97ddd3525c414f6d5ddd240e98d358720937e912edb4e27644374e8b2eea09
studio2-fase03-d9-pilot-03/results/validated_insight_library_qwen_27b_alternate_alternate_conformity.json,13479,c697e803be178235c37d37caf7ec1ef65a0761db44e097f2d422e7498eef73c9
