run_id,set_name,stream_id,seed_namespace,seed_digest,J,window_position,burn_in_h,stop_time_h,window_h,use
far_ver-011,far_ver,50010,fot-tep/fase03/soglie_normal/far_ver/position/v1,336fd7dc5eeab8b8eebb776e6e12e4f72cea38c47e2f6ce9825f2f9c3366405a,10,9,20,70,5,far_ver
far_ver-012,far_ver,50011,fot-tep/fase03/soglie_normal/far_ver/position/v1,c8fc127645686131028be8b00f68c4ba240f36162b900abd58e911365b09314b,10,8,20,70,5,far_ver
far_ver-013,far_ver,50012,fot-tep/fase03/soglie_normal/far_ver/position/v1,c7ab6c99f028d934e37cade736361dcd356297cabacc547ade7d9f0e4403901b,10,1,20,70,5,far_ver
far_ver-014,far_ver,50013,fot-tep/fase03/soglie_normal/far_ver/position/v1,dc711b9d364031474c9bdcebe555f38c883001ec71aff0557dc38feddc6c9a60,10,6,20,70,5,far_ver
far_ver-015,far_ver,50014,fot-tep/fase03/soglie_normal/far_ver/position/v1,192f05c0b26644ac38d760b5e1c4f559f6d090d5ce035b3916917396d9932572,10,5,20,70,5,far_ver
far_ver-016,far_ver,50015,fot-tep/fase03/soglie_normal/far_ver/position/v1,888579712f94bb760f14ab83beafeb9eed5edd345715825fcafbf0e4ae8ef1d3,10,9,20,70,5,far_ver
far_ver-017,far_ver,50016,fot-tep/fase03/soglie_normal/far_ver/position/v1,ee0ce8d942fe3d5c073b41e65998146ac2da6dc5b66284921caee6f3176ef51c,10,3,20,70,5,far_ver
far_ver-018,far_ver,50017,fot-tep/fase03/soglie_normal/far_ver/position/v1,6d3bd50043cdc381dca78a094b6ba501ca935fbbd3cb21b7bd0c5def45ed3531,10,8,20,70,5,far_ver
far_ver-019,far_ver,50018,fot-tep/fase03/soglie_normal/far_ver/position/v1,95b8a5fd225e6f991503d8197097fed3b98c2d8fde0978167081d230c31523e6,10,4,20,70,5,far_ver
far_ver-020,far_ver,50019,fot-tep/fase03/soglie_normal/far_ver/position/v1,b2e3f6cac24a9e709cd3026bd4666d30ecf4c530428e80a146a46535a3749771,10,7,20,70,5,far_ver
far_ver-021,far_ver,50020,fot-tep/fase03/soglie_normal/far_ver/position/v1,c0ba48d79a842badaf54120474f49fbeb572c5cdd0d83785ac26db95fc417f55,10,8,20,70,5,far_ver
far_ver-022,far_ver,50021,fot-tep/fase03/soglie_normal/far_ver/position/v1,11e58f46d52886a72595460b53a693c5a107ed5870d2501860b8eb76e2d4a98f,10,4,20,70,5,far_ver
far_ver-023,far_ver,50022,fot-tep/fase03/soglie_normal/far_ver/position/v1,4bf024ab4d8bc0934a1e150fe6e0e63bcbc1900d7ee1ed0ea6c8515f189c5197,10,8,20,70,5,far_ver
far_ver-024,far_ver,50023,fot-tep/fase03/soglie_normal/far_ver/position/v1,02b9c1bccefaba93be78eda8914ca65da8bb3f7b8fd14c125e6acc5442b99980,10,8,20,70,5,far_ver
far_ver-025,far_ver,50024,fot-tep/fase03/soglie_normal/far_ver/position/v1,4824a1d5234e8fce6649e1643ac37504762aa772480ffd0251dab7d3626b8cd0,10,5,20,70,5,far_ver
far_ver-026,far_ver,50025,fot-tep/fase03/soglie_normal/far_ver/position/v1,1cb985a2d199e66055262dc58a1465f73bfdac3f064b12ab867703f0b7820007,10,7,20,70,5,far_ver
far_ver-027,far_ver,50026,fot-tep/fase03/soglie_normal/far_ver/position/v1,6577dae88232e4a8deff4105e559b5b5cc86ca2627f60837fde92326500f27bb,10,7,20,70,5,far_ver
far_ver-028,far_ver,50027,fot-tep/fase03/soglie_normal/far_ver/position/v1,5229f67f27b4a3682e46182649294c8f1f6d31a521125644b33bbba77a0a13ab,10,3,20,70,5,far_ver
far_ver-029,far_ver,50028,fot-tep/fase03/soglie_normal/far_ver/position/v1,d876ff36359e7b75fd64a2549582c8ee5f85c85208d10406bfc1e8a33961e2f9,10,10,20,70,5,far_ver
far_ver-030,far_ver,50029,fot-tep/fase03/soglie_normal/far_ver/position/v1,bc7ad16a58b1d783d0f63ec07033f352010362eba113eda51c5159a9696a4112,10,2,20,70,5,far_ver
far_ver-031,far_ver,50030,fot-tep/fase03/soglie_normal/far_ver/position/v1,e03f9c4dd4a6d4a761a83e71ddff2d08a65ea35f61bb5e465c3281b8127f1c23,10,8,20,70,5,far_ver
far_ver-032,far_ver,50031,fot-tep/fase03/soglie_normal/far_ver/position/v1,e95e9eee23f8fda78ebd20a6c7c763dc527f6e18ec9d81b6fbf04063faa21ba6,10,2,20,70,5,far_ver
far_ver-033,far_ver,50032,fot-tep/fase03/soglie_normal/far_ver/position/v1,22a00d143b2a378a22a6975d2eb9b368b4e803facf58d500592540d3c706795e,10,7,20,70,5,far_ver
far_ver-034,far_ver,50033,fot-tep/fase03/soglie_normal/far_ver/position/v1,482826b74f03bc4db9d7a1e4716804909dfc79e64ef050350877486cd84b482e,10,6,20,70,5,far_ver
far_ver-035,far_ver,50034,fot-tep/fase03/soglie_normal/far_ver/position/v1,b222f72bbf4bf83b1aaaeea0ebf989b4b313e986ef4c82f338532ac7a24fa3da,10,6,20,70,5,far_ver
far_ver-036,far_ver,50035,fot-tep/fase03/soglie_normal/far_ver/position/v1,fec54d10d66d5eeed19c937a3a9f07a4b689a8cf539109284eec9429b89a08e0,10,5,20,70,5,far_ver
far_ver-037,far_ver,50036,fot-tep/fase03/soglie_normal/far_ver/position/v1,446b805b935bbc9ebc945635b78d48a0fde28ffd82b42771562a9751308417c1,10,9,20,70,5,far_ver
far_ver-038,far_ver,50037,fot-tep/fase03/soglie_normal/far_ver/position/v1,7b574474b55214a4faa3b36b46adf7b724eb0676b030f41374e18a5a34c358e6,10,7,20,70,5,far_ver
far_ver-039,far_ver,50038,fot-tep/fase03/soglie_normal/far_ver/position/v1,75ad29b9454ac473f7bc21c6978ae359ab3aedd6e72df54d9938ecb8dc03ff3e,10,6,20,70,5,far_ver
far_ver-040,far_ver,50039,fot-tep/fase03/soglie_normal/far_ver/position/v1,c36912f633fb3e9ddd6633a47fbaf8123d9070de5d71c2db156bf1f1498da3e8,10,6,20,70,5,far_ver
far_ver-041,far_ver,50040,fot-tep/fase03/soglie_normal/far_ver/position/v1,98a827a33a207602b9e0befb5fe85ccc326af05e09ebd118e1951ba2999a346d,10,3,20,70,5,far_ver
far_ver-042,far_ver,50041,fot-tep/fase03/soglie_normal/far_ver/position/v1,102ea3dcd16b1f78b9422ad63a1c748f947991847fc44a8b90619168f0d90b7e,10,3,20,70,5,far_ver
far_ver-043,far_ver,50042,fot-tep/fase03/soglie_normal/far_ver/position/v1,8eaf842c8bd7df26e265afb94013eceb716957c719621c8c042fbcc56e8a7562,10,9,20,70,5,far_ver
far_ver-044,far_ver,50043,fot-tep/fase03/soglie_normal/far_ver/position/v1,ad46fc4bbcba58413d3b22e4c5a161f939ed29b67dbd091bed573ca6a1c86345,10,8,20,70,5,far_ver
far_ver-045,far_ver,50044,fot-tep/fase03/soglie_normal/far_ver/position/v1,d05cd003567eda1f479d32ebf4d58949aad6f299438c3fec666af515f10d5a03,10,8,20,70,5,far_ver
far_ver-046,far_ver,50045,fot-tep/fase03/soglie_normal/far_ver/position/v1,fde879544420016d6b4913666588681ba78e2135ac52a96eb7583bee0d0f0598,10,6,20,70,5,far_ver
far_ver-047,far_ver,50046,fot-tep/fase03/soglie_normal/far_ver/position/v1,c44dfc970ed8edcc0fa333794f014c8f2e295765e1343de60a7ecbf14b00fbf6,10,3,20,70,5,far_ver
far_ver-048,far_ver,50047,fot-tep/fase03/soglie_normal/far_ver/position/v1,8bf663951f8b062d92f598c8396965686c2fdb01f65e34382adb4487413609a5,10,10,20,70,5,far_ver
far_ver-049,far_ver,50048,fot-tep/fase03/soglie_normal/far_ver/position/v1,c8e2a2cae940d99a3fb05dd34ba226378ce47e348f65ebcf5cd9b4b2ecc5559c,10,9,20,70,5,far_ver
far_ver-050,far_ver,50049,fot-tep/fase03/soglie_normal/far_ver/position/v1,76596a402a9a86709059719bf4b38e62d770452d659d092c2f4e6d2fc8c701e3,10,5,20,70,5,far_ver
far_ver-051,far_ver,50050,fot-tep/fase03/soglie_normal/far_ver/position/v1,1db511923375eefaaa4ab228d5626fe0b853e7f0beadeb08058b150fc1591e97,10,5,20,70,5,far_ver
far_ver-052,far_ver,50051,fot-tep/fase03/soglie_normal/far_ver/position/v1,cf07a494cee476cbdda47d70e6957cc81162cc3f7aa9e1cb749830b1a455d10c,10,2,20,70,5,far_ver
far_ver-053,far_ver,50052,fot-tep/fase03/soglie_normal/far_ver/position/v1,a1cd8007b201486cea1b76f16a5f48a52addff8ef5d356b4dc53ae3d5a66f146,10,1,20,70,5,far_ver
far_ver-054,far_ver,50053,fot-tep/fase03/soglie_normal/far_ver/position/v1,209e008e772c2861b28a89868aa7e1150445fa5a8d572fe76a2447c6005cd262,10,8,20,70,5,far_ver
far_ver-055,far_ver,50054,fot-tep/fase03/soglie_normal/far_ver/position/v1,baed6b2dd2dfd9c5ae1b3f9c0d082c21fe07bf0ee0898e00035c9075f79adbb0,10,8,20,70,5,far_ver
far_ver-056,far_ver,50055,fot-tep/fase03/soglie_normal/far_ver/position/v1,e49a6e761e51fea946bbf5347d37d43816dd9477125b687f949741bbb216f691,10,10,20,70,5,far_ver
far_ver-057,far_ver,50056,fot-tep/fase03/soglie_normal/far_ver/position/v1,22b54ed9920ecf2a250442f8a8ab6366587b855e3e328bee34e387a12a8e28a5,10,5,20,70,5,far_ver
far_ver-058,far_ver,50057,fot-tep/fase03/soglie_normal/far_ver/position/v1,d7d28ad69ca56ed36b8b49e2746cdf6b6318bb3f1d3495225efea086b504e623,10,10,20,70,5,far_ver
far_ver-059,far_ver,50058,fot-tep/fase03/soglie_normal/far_ver/position/v1,7bdc17a32d8b476d8cbb7b51a2bceb0673a5af40b1720ee63819b537a1ffb411,10,4,20,70,5,far_ver
far_ver-060,far_ver,50059,fot-tep/fase03/soglie_normal/far_ver/position/v1,9ecb9d54786258882cb59744ba641425ac5544b3abeaea483d5049145b098925,10,5,20,70,5,far_ver
far_ver-061,far_ver,50060,fot-tep/fase03/soglie_normal/far_ver/position/v1,e78857862cfae2dde98f6422820410d0ed1fd47eb16c6c4a266a87acf7ca04c0,10,10,20,70,5,far_ver
far_ver-062,far_ver,50061,fot-tep/fase03/soglie_normal/far_ver/position/v1,f1e98d76ecf5efca5a3810f4ceefe44156d0b248d049057b732a66850415cca9,10,1,20,70,5,far_ver
far_ver-063,far_ver,50062,fot-tep/fase03/soglie_normal/far_ver/position/v1,0b9ad199e5069aa1f42994d02eea965829d8e88b35786a2219e84323edbedfa3,10,8,20,70,5,far_ver
far_ver-064,far_ver,50063,fot-tep/fase03/soglie_normal/far_ver/position/v1,11f633f729725ad0e40aacd1df2bf30773df980ce5aa6c28e69eb9ad9d3683bc,10,5,20,70,5,far_ver
far_ver-065,far_ver,50064,fot-tep/fase03/soglie_normal/far_ver/position/v1,2ddd0158ea8b3dc72f4be5867522217419178905990d98b14f14576a31f2eaea,10,4,20,70,5,far_ver
far_ver-066,far_ver,50065,fot-tep/fase03/soglie_normal/far_ver/position/v1,ad3f535ccb13503214edf2c7eca5b1d0b3dd991d27b4ac02995a9b199d249d07,10,9,20,70,5,far_ver
far_ver-067,far_ver,50066,fot-tep/fase03/soglie_normal/far_ver/position/v1,6306c1d89e63537d6b4662c1907e089a72319a19a0a716cc07f8e7d7a4a55136,10,10,20,70,5,far_ver
far_ver-068,far_ver,50067,fot-tep/fase03/soglie_normal/far_ver/position/v1,1b4b13c6fb4fb00222c2a44feb2c3b7adc9998068f56f24f79a5abdcf2b2e8d1,10,3,20,70,5,far_ver
far_ver-069,far_ver,50068,fot-tep/fase03/soglie_normal/far_ver/position/v1,23773259e4a65c34331cb5485a5a993967fb23bfe6d4ea4e68ee4e6a62d969c8,10,7,20,70,5,far_ver
far_ver-070,far_ver,50069,fot-tep/fase03/soglie_normal/far_ver/position/v1,33271998040cf20896afec1de59947d63e00872fda575bf68c8d8a7b76a38252,10,9,20,70,5,far_ver
far_ver-071,far_ver,50070,fot-tep/fase03/soglie_normal/far_ver/position/v1,da35aafeb1594f297cb81b9d7f298a677c135a92c0dfddf3ea2c2c1ded967085,10,2,20,70,5,far_ver
far_ver-072,far_ver,50071,fot-tep/fase03/soglie_normal/far_ver/position/v1,61d36012cf8c46b815390c4a4922eceeb93acedde7f6e57b870bdad145a51fd1,10,9,20,70,5,far_ver
far_ver-073,far_ver,50072,fot-tep/fase03/soglie_normal/far_ver/position/v1,8a4a2717878771ed2fa3560f47f3f6c327c16195a4c4472b60c036ee3c795978,10,10,20,70,5,far_ver
far_ver-074,far_ver,50073,fot-tep/fase03/soglie_normal/far_ver/position/v1,60606e9f40214489a767e6c063a7bce9cd3c7c10105c8529e5927bda722ec2db,10,4,20,70,5,far_ver
far_ver-075,far_ver,50074,fot-tep/fase03/soglie_normal/far_ver/position/v1,cf28a7bd286fc3e59c985a5115bda5507739ff48ba14d68108e119a979859456,10,4,20,70,5,far_ver
far_ver-076,far_ver,50075,fot-tep/fase03/soglie_normal/far_ver/position/v1,d9074c26bea037970a0fc51c13d5160c37020764453af606003c1fee386fd4ab,10,10,20,70,5,far_ver
far_ver-077,far_ver,50076,fot-tep/fase03/soglie_normal/far_ver/position/v1,d323c210f2ac4e0d0a04b6c34182d99d993090951efcfd0ddb6d95a4fd6b6ec4,10,2,20,70,5,far_ver
far_ver-078,far_ver,50077,fot-tep/fase03/soglie_normal/far_ver/position/v1,028af66a237ef8880abf49eff8a58b66a297543e5c51db2058ccc7b5f2da0796,10,3,20,70,5,far_ver
far_ver-079,far_ver,50078,fot-tep/fase03/soglie_normal/far_ver/position/v1,ca4afe6165b83d5945215246d617eb2d81c001e60154681885744652e612b469,10,8,20,70,5,far_ver
far_ver-080,far_ver,50079,fot-tep/fase03/soglie_normal/far_ver/position/v1,70c90a9e4d6e14403f0d26b070ffa3f775d9d310bde4091873637001af505dee,10,3,20,70,5,far_ver
far_ver-081,far_ver,50080,fot-tep/fase03/soglie_normal/far_ver/position/v1,950e2693c69f4ba23ae9fd57caa8373308f34201d14601cc200faa1ed2b764ba,10,3,20,70,5,far_ver
far_ver-082,far_ver,50081,fot-tep/fase03/soglie_normal/far_ver/position/v1,a0d926e19eeda7a24569ed682d25c224fe6b5ee584c5f4687044fc7c515045ea,10,5,20,70,5,far_ver
far_ver-083,far_ver,50082,fot-tep/fase03/soglie_normal/far_ver/position/v1,7c8d5d3c7582f26bf783cdf42b3257a344352c04346bd5df4c6806b81808f868,10,10,20,70,5,far_ver
far_ver-084,far_ver,50083,fot-tep/fase03/soglie_normal/far_ver/position/v1,30063d9e1d55813753a0ec3d63bd3220b0bc61aae8a41dc60ebdcd8309b5fa58,10,2,20,70,5,far_ver
far_ver-085,far_ver,50084,fot-tep/fase03/soglie_normal/far_ver/position/v1,4e949dbf4302a599cec5a3f289768433494d51c02a7b13ae306338a61ff9d17b,10,2,20,70,5,far_ver
far_ver-086,far_ver,50085,fot-tep/fase03/soglie_normal/far_ver/position/v1,45a1ddea8bbaaff057c0e2a04d6e266ad2f0edfeb8aebffd3654aacb27095ec9,10,1,20,70,5,far_ver
far_ver-087,far_ver,50086,fot-tep/fase03/soglie_normal/far_ver/position/v1,d0dc96f007d55f0e77ee547ed1f2b107b74ca2c7f60b32a8248319d6061592fc,10,3,20,70,5,far_ver
far_ver-088,far_ver,50087,fot-tep/fase03/soglie_normal/far_ver/position/v1,2332328074c7d6d99fc07afae3fec37fd63651deb3d9d0cccdeaf17c8748b984,10,10,20,70,5,far_ver
far_ver-089,far_ver,50088,fot-tep/fase03/soglie_normal/far_ver/position/v1,5f963c4b208dc2b1076451dac976763335b8589150a6469c3c65414d9c7181c0,10,10,20,70,5,far_ver
far_ver-090,far_ver,50089,fot-tep/fase03/soglie_normal/far_ver/position/v1,2f30f9895996c2462e825f03fb28de23d091d6fba74b480b69ad8aa71f5bd32b,10,5,20,70,5,far_ver
far_ver-091,far_ver,50090,fot-tep/fase03/soglie_normal/far_ver/position/v1,8f91641b2564ee7dbd9a999e72b89e925adffc7dfc131f0d37c8c04259495111,10,6,20,70,5,far_ver
far_ver-092,far_ver,50091,fot-tep/fase03/soglie_normal/far_ver/position/v1,27197a43b87c8427fee215552836c004b94b1b6c9e14032cd7213f5e238a14a3,10,8,20,70,5,far_ver
far_ver-093,far_ver,50092,fot-tep/fase03/soglie_normal/far_ver/position/v1,1ca8ac08de9879364fe8b6bf47fd33e77720c8cbd58f4bd848857b929225dd25,10,1,20,70,5,far_ver
far_ver-094,far_ver,50093,fot-tep/fase03/soglie_normal/far_ver/position/v1,9be49625cef0bfc1d2b611f3e39088b5bf3fa0c5d00a12fecf2a606c2dffa93f,10,6,20,70,5,far_ver
far_ver-095,far_ver,50094,fot-tep/fase03/soglie_normal/far_ver/position/v1,262425ded223b2c7f671535beeffff59db7a9eb0ede345d671f5d95e97aa6c5e,10,6,20,70,5,far_ver
far_ver-096,far_ver,50095,fot-tep/fase03/soglie_normal/far_ver/position/v1,ced86f453d9c5a628c709a2c0cff55afdad6ae7551c34abe7adece90307aef3a,10,3,20,70,5,far_ver
far_ver-097,far_ver,50096,fot-tep/fase03/soglie_normal/far_ver/position/v1,e7df63725a4bb9dd5d584bd6c0ce005703ea7d73fa143176b090a1547d4bac80,10,4,20,70,5,far_ver
far_ver-098,far_ver,50097,fot-tep/fase03/soglie_normal/far_ver/position/v1,4aa364074d2246f80975c613e315dbcf46eeaa7aa8946f6bcbab878d4c971dc9,10,9,20,70,5,far_ver
far_ver-099,far_ver,50098,fot-tep/fase03/soglie_normal/far_ver/position/v1,78b3c741244590007227001a9dd3d7ba339052b8cfdfa8c106e22f71f812c817,10,3,20,70,5,far_ver
far_ver-100,far_ver,50099,fot-tep/fase03/soglie_normal/far_ver/position/v1,c485bf3549dce1af34792496b43c0d4097a41ea929de09161d92165a138da0c3,10,2,20,70,5,far_ver
far_ver-101,far_ver,50100,fot-tep/fase03/soglie_normal/far_ver/position/v1,1c2fcd1ecd7bf8ccb64be9cc11762d53aa6e9fcb20c45e1c46fe53201e73d8d3,10,1,20,70,5,far_ver
far_ver-102,far_ver,50101,fot-tep/fase03/soglie_normal/far_ver/position/v1,480a43b02ad6b466318a3a4ac0ee3736b047f108495c5859fb45a23518cb3aac,10,9,20,70,5,far_ver
far_ver-103,far_ver,50102,fot-tep/fase03/soglie_normal/far_ver/position/v1,225b75efd085b071f1681b9c53465c120a0ec933bbb5140ec2c575396f264a1c,10,2,20,70,5,far_ver
far_ver-104,far_ver,50103,fot-tep/fase03/soglie_normal/far_ver/position/v1,d84a877f397bc3bfc1d3d594cb0789acfc0d2807d71396c04c9e1b6de123b75a,10,4,20,70,5,far_ver
far_ver-105,far_ver,50104,fot-tep/fase03/soglie_normal/far_ver/position/v1,e5fe752e9f22e1fb344bb8380289826ce6c84cfda49e496a1a8ed0af55f40290,10,6,20,70,5,far_ver
far_ver-106,far_ver,50105,fot-tep/fase03/soglie_normal/far_ver/position/v1,07b9cdbef95864a748d76d343ff0ac7a392324ec5bada110c29be892282e26cd,10,2,20,70,5,far_ver
far_ver-107,far_ver,50106,fot-tep/fase03/soglie_normal/far_ver/position/v1,8456e929d5b4a8062ae86893a8a7913618db933d204db256b98660e3a1d221d8,10,5,20,70,5,far_ver
far_ver-108,far_ver,50107,fot-tep/fase03/soglie_normal/far_ver/position/v1,2fbeb751fee2639c2e056a8dfa6b639f2e42c0d8e7363b89ca078482eb8f37b4,10,7,20,70,5,far_ver
far_ver-109,far_ver,50108,fot-tep/fase03/soglie_normal/far_ver/position/v1,e939d38bab6c2d9c1f56d5a3bdda2944cda442d465ba73b4b00afce8d3358c9a,10,1,20,70,5,far_ver
far_ver-110,far_ver,50109,fot-tep/fase03/soglie_normal/far_ver/position/v1,f0131d5084455526c2d212b3cfe89c8b56f6810945b59cc8d0b058b74dcc37e2,10,3,20,70,5,far_ver
far_ver-111,far_ver,50110,fot-tep/fase03/soglie_normal/far_ver/position/v1,e3eb23a134be3475970586b46aaa829d41ced67e91b3b0871002ea474399dc09,10,10,20,70,5,far_ver
far_ver-112,far_ver,50111,fot-tep/fase03/soglie_normal/far_ver/position/v1,8ff53dd477eb5da8793f4ee26f7d4e84e276b0aebb9961531d0b4e85a476514a,10,7,20,70,5,far_ver
far_ver-113,far_ver,50112,fot-tep/fase03/soglie_normal/far_ver/position/v1,1de744db1b7f93abfbd9c72af834b9c98154d31ae13a4617e70ec5020f042efd,10,10,20,70,5,far_ver
far_ver-114,far_ver,50113,fot-tep/fase03/soglie_normal/far_ver/position/v1,799bc2b3a7bc9252b53460693e83a2f0fe35148054096115745f422feaf1596e,10,3,20,70,5,far_ver
far_ver-115,far_ver,50114,fot-tep/fase03/soglie_normal/far_ver/position/v1,2f8d2a0e694e19cdf9ff9de42abe528fdbcba93c6b8c437af2cabe08b46b73dc,10,8,20,70,5,far_ver
far_ver-116,far_ver,50115,fot-tep/fase03/soglie_normal/far_ver/position/v1,e2cd9d0a66d42469f2603805097cfded2a8f27060a165bc971a22e38a8f450b8,10,4,20,70,5,far_ver
far_ver-117,far_ver,50116,fot-tep/fase03/soglie_normal/far_ver/position/v1,4b8879d74bdc663dbc74735a573c394ac70e4c846325962129c6fe1607a20972,10,6,20,70,5,far_ver
far_ver-118,far_ver,50117,fot-tep/fase03/soglie_normal/far_ver/position/v1,93f668b1f35ded6f70e8ba0c630ad8341608e7b12be20ea049ea0ae1a64a1f6c,10,4,20,70,5,far_ver
far_ver-119,far_ver,50118,fot-tep/fase03/soglie_normal/far_ver/position/v1,3d2304fd8b7b30a9784120a3524fd8085bedc213b24c744c6303581c1b955caf,10,8,20,70,5,far_ver
far_ver-120,far_ver,50119,fot-tep/fase03/soglie_normal/far_ver/position/v1,d54b514a8dd9ecb04f4ae8f69ce4fc9a356c519c3e6661d0efde167fa936a251,10,9,20,70,5,far_ver
far_ver-121,far_ver,50120,fot-tep/fase03/soglie_normal/far_ver/position/v1,6378a5f14e75c62b969f2070ec8661b267e9123446efc6f8f2a4cd9529e65995,10,2,20,70,5,far_ver
far_ver-122,far_ver,50121,fot-tep/fase03/soglie_normal/far_ver/position/v1,535cdddc668ef54dfd3e091ff14913f0bb54fc1f20005bbb5c870b627474e008,10,8,20,70,5,far_ver
far_ver-123,far_ver,50122,fot-tep/fase03/soglie_normal/far_ver/position/v1,9b48869bde3c2c2ce09c7d3045b42c33cdd5379d0c4190960c12df028b080a92,10,7,20,70,5,far_ver
far_ver-124,far_ver,50123,fot-tep/fase03/soglie_normal/far_ver/position/v1,452ec1c443fa01017b2ac100ec79cf6f80775eb219086a6bf11ef71d34fd5700,10,4,20,70,5,far_ver
far_ver-125,far_ver,50124,fot-tep/fase03/soglie_normal/far_ver/position/v1,e50b56ba8a51c43ab12ddc0442da6ae0817ed81c7e253a7d612cc5512a21d0a7,10,1,20,70,5,far_ver
far_ver-126,far_ver,50125,fot-tep/fase03/soglie_normal/far_ver/position/v1,c4e5ef20c11b8c3d1e0ad79cb21c18b251ed0884ac87c038a76f96340ac826fb,10,8,20,70,5,far_ver
far_ver-127,far_ver,50126,fot-tep/fase03/soglie_normal/far_ver/position/v1,35f7ef72a91d27428aa51a3521e9022c985957dd2828cd2a00effc59eb11f495,10,7,20,70,5,far_ver
far_ver-128,far_ver,50127,fot-tep/fase03/soglie_normal/far_ver/position/v1,6e041f91a3f05ec2d7a7f8fdd44bec96406684c9e8e74574d89a1d7084320861,10,7,20,70,5,far_ver
far_ver-129,far_ver,50128,fot-tep/fase03/soglie_normal/far_ver/position/v1,595ed657f0314919b003a280881132bb1f42a33c784abfe1cff199b233144ea4,10,2,20,70,5,far_ver
far_ver-130,far_ver,50129,fot-tep/fase03/soglie_normal/far_ver/position/v1,383c8f0bbca5a0a424a286df6d68f6cbd5fc53a1b7a2002633338398c8f7bb08,10,3,20,70,5,far_ver
far_ver-131,far_ver,50130,fot-tep/fase03/soglie_normal/far_ver/position/v1,cf4c65e12d34187dddbe70e8b904ef34b9421ffb80092d4a964d4d9dbd3da26c,10,6,20,70,5,far_ver
far_ver-132,far_ver,50131,fot-tep/fase03/soglie_normal/far_ver/position/v1,ec8f422fc84c45da119bf45cd4724b3c64b32589db235de0ca3af9737169f790,10,1,20,70,5,far_ver
far_ver-133,far_ver,50132,fot-tep/fase03/soglie_normal/far_ver/position/v1,81b7d1e5391cdaeb93fbe6fb27d86463da97246c6855e9960fad2e69ee777ec0,10,4,20,70,5,far_ver
far_ver-134,far_ver,50133,fot-tep/fase03/soglie_normal/far_ver/position/v1,f2172cfd51af5873696d5ce84bc6a77bb67e9b9d46be672cbaf5de47841851de,10,2,20,70,5,far_ver
far_ver-135,far_ver,50134,fot-tep/fase03/soglie_normal/far_ver/position/v1,bea85f66c0a10cb44fc2c43d32fb93a4307b13a5993ccd9a61bfa9c4d5ae99e3,10,1,20,70,5,far_ver
far_ver-136,far_ver,50135,fot-tep/fase03/soglie_normal/far_ver/position/v1,05ca9ca7a490d709a4abc00cec95c0d051a68d31c6fd4782d0179deccbed8685,10,8,20,70,5,far_ver
far_ver-137,far_ver,50136,fot-tep/fase03/soglie_normal/far_ver/position/v1,ef9f6be6335e58a2812592baae6d3d838c03587b39d6f3e2947b9c4a2b5995bc,10,1,20,70,5,far_ver
far_ver-138,far_ver,50137,fot-tep/fase03/soglie_normal/far_ver/position/v1,4b46f38867d597d88f62175b26411ec18608506c56bd7105bd3214797b80f8a6,10,3,20,70,5,far_ver
far_ver-139,far_ver,50138,fot-tep/fase03/soglie_normal/far_ver/position/v1,7952ca79e8c674cb02e1f38de5096c9530deaa57ef0872f7f0d3cb8158695c0a,10,6,20,70,5,far_ver
